response_status_key,http_response_body_len_ratio
19054,466.8571429
18241,586.6666667
10217,678.8
3234,989.5
11841,989.5
1083,0
17303,69
10141,69
15336,69
16559,69
5969,0
19159,0
20181,0
14052,0
13875,0
11141,502.875
866,502.875
148,502.875
11489,502.875
5290,502.875
10684,0
2395,0
11402,471
11704,431.75
12526,431.75
15993,431.75
13754,431.75
8805,392.5
12977,0
17634,471
9094,477.6
6011,477.6
15430,473.9166667
2328,473.9166667
13983,473.9166667
7757,473.5714286
2543,471.3
19695,471.3
12039,445
4007,568.7777778
6134,568.7777778
5814,574
9212,574
6837,574
4451,632.25
789,521.8
770,521.8
4022,471
18082,471
18692,471
10546,471
13395,471
6351,471
3291,451.25
1652,456.8181818
9002,456.8181818
4904,456.8181818
5947,456.8181818
15716,458.0833333
9659,471.6666667
3264,471.6666667
10322,471.6666667
10582,471.6666667
7131,471.6666667
13144,471.5
15939,0
9591,0
13697,0
3070,270.5
4446,371
6661,394
4936,401
16701,416.7777778
14263,435.0625
9732,429.8571429
19103,448.1111111
7027,445.25
6741,471
15193,471
3574,471
3277,0
10547,0
2471,0
843,0
15360,0
5108,0
4127,0
7170,0
16463,0
12842,0
14266,0
14379,0
1384,0
12430,0
4828,0
6405,513.5
3332,513.5
9526,513.5
15679,530.4
12974,513.5714286
19088,513.6
485,510.9375
10294,510.9375
13794,471.4285714
5908,471
3228,471
9021,0
8032,0
407,0
6009,0
4996,555.6666667
6884,555.6666667
6850,555.6666667
10195,0
16122,471.4
13601,471.4
3931,418.3333333
9294,368.4285714
3072,111
18310,550
4655,682.3333333
2833,534.4
15456,586.1111111
8621,586.1111111
320,471
16872,471
5217,5372.352941
10407,8031.545455
1036,8031.545455
12955,8031.545455
12914,8031.545455
11396,8031.545455
19786,314
1559,0
8897,543.7142857
13365,664.125
4951,642.6666667
14550,530.4230769
8563,525.5263158
2153,471
2960,471
5900,270
11736,370.75
10248,370.75
14834,471.3333333
14119,471.5
16373,631.3333333
4821,631.8
13673,21603
13103,35530.83333
16572,42574.2
8502,0
16591,0
15914,502.875
7955,496.5
7426,496.5
238,564.4
11311,560.8076923
16555,551.6666667
15289,572.2105263
3327,584.1176471
6489,584.1176471
6399,606.2
11099,556.7857143
15681,592.44
9084,592.44
4545,587.8076923
4514,587.8076923
994,566.826087
11778,664.9285714
971,816.6666667
1947,816.6666667
17673,989
14706,989
19607,471
8074,471
7010,471.3333333
12111,471.3333333
9111,472
6097,0
18579,69
8880,69
8116,69
13948,69
1945,471.25
11934,471.25
4626,669.4
3649,610.1666667
16073,738.2857143
1524,679.1111111
20215,845.4
14789,845.4
2707,691.25
12520,817
9845,472
1276,0
15429,0
3015,90.3
520,86
18302,90.3
12503,90.3
11793,90.3
17640,100.3333333
6739,0
14200,0
3549,0
18734,0
14354,56.4375
17188,56.4375
19497,56.4375
976,64.5
7840,1896
13439,1896
12143,1896
11989,1896
3476,1896
4078,1896
7614,0
20011,0
9255,0
18776,0
16532,0
14750,0
10144,86
19169,87.79166667
4949,86.7037037
8874,86.75
1619,87.22972973
7117,87.51666667
3026,86.08196721
18480,86.32258065
17554,86
16579,82.09090909
17355,0
8066,0
11436,0
5740,0
13840,0
20244,0
10164,0
14865,0
14190,0
17863,0
8018,0
11602,0
18981,0
14530,0
8641,80.26666667
6271,80.26666667
16315,80.26666667
7276,79.21052632
10325,84.28
8543,90.3
11464,90.3
14764,90.3
4066,100.3333333
12948,0
20122,0
6342,0
15238,1991
11027,995.5
19370,995.5
13818,995.5
16447,0
12557,0
3487,0
851,0
8553,0
5191,0
15071,0
3963,0
19721,0
9524,0
4195,0
6836,0
19696,0
18267,0
18620,0
7042,0
15610,0
523,0
10504,0
9503,0
2815,0
2262,0
6540,0
18741,0
17512,0
12921,0
10400,0
13509,0
11066,0
2050,0
14462,0
2951,0
5733,0
16375,0
1254,0
9833,0
18495,0
9225,0
4992,0
7220,0
10626,0
19137,0
4227,90.3
14774,90.3
16171,90.3
2031,90.3
12096,90.3
7834,0
3334,0
5724,0
13787,1559
5438,1559
1188,1559
2270,1559
17133,2338.5
19734,2338.5
14482,0
5661,0
16815,0
1894,0
18884,0
5670,0
15143,0
3778,0
14014,0
11248,0
14378,0
3707,0
16148,0
14509,80.26666667
5134,80.26666667
4787,86
14251,86
3319,86
14813,86
2370,90.3
18821,90.3
774,90.3
207,90.3
5396,90.3
3626,100.3333333
3779,0
613,0
9839,0
5337,0
5288,0
14205,0
11276,0
10771,0
13346,0
650,0
3266,0
16200,0
13800,0
18179,0
10463,0
11359,0
1938,0
14574,0
5030,90.3
2692,90.3
3324,82.09090909
1270,232
13185,232
17840,167.5909091
17405,232
12835,232
17049,253.0909091
9646,90.3
11076,90.3
11508,0
1746,90.3
6568,90.3
13436,90.3
8579,90.3
11028,90.3
16102,90.3
6354,90.3
2804,90.3
17735,0
7093,0
18704,0
11448,0
9951,597108601.5
16809,398072401
18977,398072401
10976,398072401
456,597108601.5
18801,0
10723,0
14720,0
15963,0
1949,0
11830,0
7711,0
19445,0
5579,0
2337,0
1148,0
10038,0
1759,0
12694,0
14928,0
468,0
11813,0
8890,0
6336,0
16577,0
3148,0
19585,0
11018,0
18393,0
6769,0
8237,0
6939,0
13160,0
9100,0
1553,0
6820,0
14369,90.3
9870,90.3
680,90.3
19326,90.3
13157,90.3
16181,0
10184,0
16724,0
1717,0
10931,0
16303,0
7414,0
7538,0
16384,26396
12983,2720111
14404,1813407.333
16959,1813407.333
13317,2706913
4397,0
18796,0
14374,0
3037,0
6016,0
15255,0
13354,0
10088,0
16878,0
19923,0
10701,0
7928,0
1702,0
19087,0
451,0
6485,0
835,0
9880,0
18392,0
19704,0
7644,0
14583,0
19520,0
9419,0
16000,0
7251,0
10834,0
4543,0
15941,0
1234,0
8160,0
19898,0
6075,0
15848,0
15168,0
11821,0
15012,0
6461,0
16301,0
17270,0
12559,0
14930,90.3
11706,90.3
2874,90.3
2954,90.3
19406,90.3
10904,0
9373,0
194,0
13772,0
1649,0
11165,0
16974,0
4220,0
10465,0
16860,0
19914,0
18357,0
13607,0
14538,0
15627,0
11231,47.52631579
2519,41.04545455
12390,43
7629,43
5436,43
12714,43
6458,0
2743,0
17414,0
7807,0
12785,0
4665,0
14648,0
13996,0
2025,0
10782,0
9128,0
3119,0
1984,0
2558,0
10760,0
15631,60419
9992,60419
4564,60419
12184,60419
18204,60419
19464,60419
1626,0
8452,0
19592,0
15868,0
4819,0
9950,0
16131,0
3921,0
20167,0
1,0
19667,0
18764,0
1910,0
18212,100.3333333
1889,100.3333333
15002,100.3333333
9150,100.3333333
11896,100.3333333
19772,90.3
8477,90.3
13105,90.3
27,90.3
18018,90.3
19532,0
1159,0
7526,0
18899,0
18145,0
5062,0
5458,90.3
14430,90.3
13235,90.3
9553,82.09090909
8811,82.09090909
17941,82.09090909
11617,0
1591,0
7375,0
688,0
17429,0
9044,0
12354,0
8531,0
12037,0
9934,0
2857,26389
9742,26389
724,26389
13223,26389
19755,2481.090909
18551,90.3
17915,90.3
18728,90.3
6900,90.3
10414,90.3
15136,0
1416,0
1111,0
3101,0
1673,0
6663,0
4869,0
11507,0
7423,0
16680,0
18175,0
12690,5423097
1687,5423097
1783,5423097
13016,5423097
16998,5423097
17765,5423097
4053,0
15052,0
19756,0
6348,0
17430,0
4219,0
9794,0
11776,50.16666667
9502,50.16666667
13197,50.16666667
3782,50.16666667
11784,50.16666667
20024,50.16666667
18251,90.3
18619,90.3
3823,90.3
18662,90.3
16931,2450.416667
12667,2450.416667
5687,14251
679,14251
6938,14251
2304,14251
7026,0
12695,0
160,0
20195,0
7232,0
18508,0
17942,0
17399,0
7977,0
4043,0
1861,43
10770,43
15213,43
11041,43
12305,43
1123,43
7906,0
3795,0
8381,0
864,0
1152,0
14804,0
2800,0
12750,0
5830,0
9936,90.3
8846,90.3
16340,90.3
8542,82.09090909
17290,82.09090909
1814,0
2910,0
12470,0
11033,0
14921,0
6024,0
9966,0
4077,0
17092,1838
8065,1838
11810,1838
8055,1838
3239,0
14951,0
303,0
13130,0
17864,82.09090909
15461,82.09090909
19611,82.09090909
2879,82.09090909
9753,82.09090909
16867,0
12554,0
16846,0
17626,0
12720,0
7681,0
704,0
6760,0
16979,0
10890,0
10012,0
16498,0
3144,0
19713,0
12408,0
18450,0
14626,82.09090909
14437,82.09090909
12907,75.25
7748,212.4615385
11587,212.4615385
956,212.4615385
12245,929.5
10734,929.5
18903,1859
11400,0
8416,0
2932,0
16241,0
16595,0
6554,0
9782,0
16471,0
3828,0
6381,0
18376,0
4326,0
7505,0
15850,0
9048,0
8841,0
15907,0
9079,0
4870,0
6402,0
13372,0
20021,0
11228,0
7477,0
4360,0
10314,0
7658,0
7398,0
6369,75.25
18878,85.44444444
6879,85.44444444
5560,85.44444444
4600,85.44444444
1429,85.44444444
14494,93.6
12653,0
7956,0
10258,0
19742,0
3941,0
5594,0
2279,0
10629,0
10659,0
15879,0
16475,0
18882,0
16643,0
1376,0
5993,0
19085,0
18278,0
15682,0
9060,0
18007,0
7839,0
18863,0
1989,0
19315,0
12898,0
16617,0
11552,0
17789,0
13311,0
14512,0
7801,0
2952,0
3293,0
17536,0
17137,0
7539,0
669,0
12929,0
10715,0
11795,0
8522,0
6757,0
16777,0
12363,0
7166,0
2862,0
7262,0
8056,0
15078,0
17532,0
17614,0
16659,0
11582,0
9941,0
10117,0
14126,0
12331,0
10927,0
19952,0
4761,0
7725,0
10895,0
3471,0
18915,0
19108,0
2018,0
20112,0
16670,251.125
4664,251.125
4620,287
7275,1004.5
5329,0
10417,0
386,31489.12727
541,32072.25926
2033,32072.25926
1955,32072.25926
11900,32072.25926
12065,31517.47273
1964,1559
15972,1559
6241,779.5
7019,779.5
20046,779.5
11463,0
10383,0
7600,0
9039,0
17993,0
10796,0
6397,0
14481,0
13243,0
8419,0
12767,0
11353,0
12279,0
19625,0
16469,0
13119,0
8618,0
12942,0
15569,0
5611,0
8936,0
2083,0
10046,0
15821,0
9340,0
62,0
17029,0
13561,0
9449,0
4076,0
5159,0
16823,0
6392,0
5544,0
8277,0
3116,0
1327,0
4980,0
3335,0
1044,0
824,0
9949,0
14563,0
3525,0
14412,0
16305,0
2784,0
10829,0
17918,0
12153,0
12399,0
17936,0
2167,0
12265,0
9415,0
19452,0
14319,0
2110,0
6339,0
6617,0
14176,0
2248,0
5285,472
9512,32452.17808
16720,32902.90278
19707,32902.90278
18272,34306.10145
15748,0
11766,0
10261,0
73,0
17702,0
8534,0
17544,0
18693,0
1283,199.6666667
8828,171.1428571
12490,149.75
6374,149.75
6780,299.5
13821,399.3333333
5984,0
13986,0
16090,0
8481,0
19198,0
11215,0
8613,0
16083,0
12580,0
1575,0
14025,0
10296,0
12916,0
9583,0
807,0
19112,0
7873,0
3721,8798.666667
2253,8798.666667
11296,8798.666667
19750,13198
538,26396
5608,0
113,0
15808,0
10456,0
17698,0
11625,0
16459,0
17386,0
18138,0
1477,0
3879,0
3307,0
2356,0
4633,0
19753,0
18639,0
7726,0
7501,0
1357,0
16202,0
18732,0
963,0
11045,0
19140,0
12854,0
11216,0
6987,0
10956,0
16553,0
9456,0
4026,0
9915,0
16027,0
6518,0
6946,0
6122,0
1354,0
18818,0
17130,0
16014,0
7453,0
6112,0
12343,0
10761,0
19409,0
13141,0
17946,0
16566,48335.2
10188,34525.14286
8921,34525.14286
1455,26852.88889
18886,26852.88889
5460,26852.88889
2620,0
18005,0
19600,0
3064,0
3076,0
16923,0
7021,0
15495,0
3491,0
10086,0
2076,0
9561,0
7486,0
4404,0
4653,0
17528,0
17906,0
4581,0
15382,0
13425,0
5106,0
11762,0
16328,0
735,0
17016,0
15775,0
17499,0
3404,0
12227,0
6651,0
16177,0
18614,0
7255,0
10953,0
7968,0
19761,0
9197,0
10950,0
17077,0
9313,0
3712,0
10854,0
16826,0
19373,0
15962,0
4297,0
2393,0
4704,0
4074,0
17043,0
16429,0
1978,0
6781,0
11462,0
4840,0
2523,0
15365,0
7302,0
11469,0
1979,0
13357,0
14523,0
3681,0
5828,0
10704,0
6193,0
19959,0
19005,0
16941,0
11042,0
1179,0
7354,0
3832,0
4973,0
2807,0
16972,0
10484,0
10617,0
3854,0
4084,0
11290,0
15025,0
2928,0
4709,0
16766,0
3304,0
17950,0
16484,0
6929,0
18390,0
18625,0
14676,0
5496,0
1195,0
10469,0
726,0
2906,0
17619,0
16100,0
8194,0
16255,26358
9473,8786
5593,8786
8674,6589.5
1419,0
815,0
8098,0
5587,0
10042,0
13087,0
9432,0
8995,0
19282,0
5782,0
19617,0
5183,0
14175,0
7522,0
19567,0
17383,0
15223,0
19308,0
682,0
16911,0
18957,0
19638,0
3800,0
6415,0
13525,0
9467,0
17768,0
12769,0
18317,0
6430,0
20156,0
12655,0
354,0
8845,0
13341,0
12047,0
9837,0
5738,0
839,0
11527,0
13177,0
10565,0
17593,0
15705,0
1752,0
15539,0
3713,0
3622,0
13925,0
8918,0
3772,0
9849,0
17264,0
5038,0
4333,0
3083,1918
9563,639.3333333
3107,639.3333333
18031,639.3333333
13244,383.6
9116,274
3136,0
2289,0
13182,0
231,0
5987,0
6712,616.6666667
12755,616.6666667
9542,616.6666667
19692,616.6666667
14500,0
12489,0
1625,0
12142,0
14959,0
19854,0
12953,0
3075,0
2009,0
6811,0
11716,0
18757,0
1594,0
2709,0
8730,0
17275,0
9213,0
9247,0
8268,0
991,0
16479,0
7944,0
2582,0
8496,0
5866,0
12467,0
1629,0
7934,0
3686,0
2339,0
12150,0
5051,0
11179,0
15084,0
14478,0
128,0
3121,0
17003,0
17038,0
11103,0
4048,0
10228,371.8
12073,929.5
10997,929.5
1950,929.5
10703,619.6666667
13458,929.5
4019,0
9090,0
14868,0
14431,0
18653,0
12999,0
3416,0
20067,0
19603,0
5634,0
18258,0
19095,0
156,0
597,0
8006,0
13957,0
15039,0
19056,0
7572,0
11940,0
17352,0
2578,0
8538,0
19170,0
12053,0
3545,0
5956,0
948,0
19815,0
5648,0
3357,0
14091,0
14350,0
2007,0
18147,0
14600,0
15783,0
20111,0
7295,0
7465,0
15846,0
14566,0
9947,0
14344,0
9253,0
15669,0
6642,0
17381,0
1371,0
10878,0
16178,0
11753,0
2114,0
17635,0
18736,0
7825,0
20103,700.5
2250,660.1
4005,612.7272727
17566,595.4615385
18458,784.28
19740,763.5384615
3967,713.8636364
15356,727.5
8926,753.0869565
12214,817.7916667
5999,615.8461538
16446,646.75
11981,788
3942,993.8571429
18167,880
7634,701.25
13289,947.7777778
18667,877.5
9748,791.2
13085,868.625
12728,992
10040,696.75
11847,847.3333333
19217,775.2857143
13874,775.2857143
6686,646.0769231
15947,589.3125
3910,670.2105263
10256,670.2105263
1114,569.9333333
8773,661.7368421
5638,643.3529412
9190,707.6428571
83,600.1818182
4267,600.1818182
8060,851.8
15376,766.4444444
19538,699.7777778
15212,859.1818182
14038,856.6428571
11592,856.6428571
9815,856.8571429
16127,819.75
16509,911.4615385
5407,704.1538462
7294,806.9166667
10702,711.3888889
19396,535.1052632
10104,672.7272727
14711,612.2727273
2381,611.9615385
5362,511.4615385
14199,475.1818182
19114,522.6842105
1035,336.8666667
17061,363.5
9025,184
12951,139
4786,697
9372,690.5555556
3551,550.2142857
11652,529.8666667
14575,653.8823529
19281,652.047619
2168,547.2
16169,603.8636364
3055,565.2083333
5627,575.8928571
10161,464.8275862
3784,555.1428571
923,538.2413793
7589,486.2962963
9804,638.3478261
14652,634.7619048
6041,659.7916667
16462,533.047619
13296,681.3636364
3246,688.7777778
14216,605.2
1405,635.4166667
15581,766.1666667
13005,766.1666667
10964,620.9
15341,620.9
193,534.6428571
9435,558.9444444
17681,593.2173913
10882,593.2173913
14021,569.7222222
15574,499.5416667
18429,630.8636364
18409,627.9444444
18359,617.125
18173,547.2105263
4266,751.75
756,845.9230769
14752,671.0769231
13466,671.0769231
10858,866.8461538
2333,978.6666667
19693,690.8333333
14668,675.8333333
2017,918.7692308
7846,739.6470588
12313,537.75
19537,640.75
18089,637.1304348
9195,684.5714286
1726,640.25
18979,647.1666667
5443,651.6190476
6111,633.0454545
18472,702.8333333
8154,682.45
11438,574.65
16176,678
10544,961.6521739
16505,940.85
16942,908.2631579
2988,1000.875
6717,1072.428571
12735,880.5
16711,663.3333333
172,622.375
7767,821.25
7528,821.25
9645,700.25
5384,640.1666667
19673,775.2857143
5121,821.25
3356,587
18500,10036
5339,12212.6
12176,12212.6
15959,19749.33333
7196,29401.25
8942,1521.5
18992,1121.75
3414,788
7461,788
7074,672.6
153,824.9166667
12482,699.125
14807,878.5833333
9746,936.1818182
18290,868.7692308
9916,738.2727273
7630,863.875
5306,490.25
1271,1044.75
18805,1591.5
13773,753.2222222
12857,651.1818182
9226,795.3076923
324,795.3076923
6179,650.5454545
7120,600.0714286
16786,686.4285714
20271,1078.428571
8457,769.6666667
9428,767.4285714
19368,947.7777778
11000,1214.166667
15401,800.4545455
12318,800.4545455
15547,863.75
16365,873.7272727
17641,717
7797,717
6658,1233.25
14546,902.5
6176,1016.4
7118,868.4285714
18228,790.5
18696,948
5680,881.1818182
10169,871.5625
3407,759
8102,719.5384615
5012,728.7333333
16382,598.0769231
2230,766.2857143
10597,640.5
14065,620.0833333
4336,645.2222222
14472,648.6666667
8838,648.6666667
400,588.3870968
1881,608.2142857
18714,630.7407407
18468,654
12284,608.5555556
9592,497.5
11450,633.5
19252,521
9857,580.0666667
2958,721.3
14628,845.5
17666,810.1764706
2806,682.2941176
1711,602.5
1730,562.8823529
14331,714.35
20073,553.875
952,553.875
8649,561.7857143
332,866.5714286
14719,1125.75
17506,857.6
1356,873.2
9884,873.2
26,873.2
9328,1076.571429
13435,876.6
3390,798.3333333
4890,871.5
13200,961
18260,1095
15722,841.6666667
11997,954.6
4611,1004.5
15006,445
2869,930.5
20108,793.4
6244,602.6666667
327,617.8
16497,583.9090909
19899,583.9090909
9752,652.1111111
343,703
4051,773.1428571
5413,776.3333333
1360,1040.444444
17119,1040.444444
20221,12413.4
13649,12413.4
11683,12559.06667
6621,11140.23529
6743,12503.06667
175,12503.06667
16748,864.8333333
17392,864.8333333
13506,772
4317,850
19988,567.4
3294,567.4
8940,620.2
10759,667.68
16741,622.0689655
17368,604.0294118
10291,574.0540541
19069,623.2051282
10987,625.0833333
13545,479
5954,528.75
15267,504.875
9656,567.3076923
5941,391.8181818
17053,391.8181818
4710,470.3333333
15397,0
5410,0
18148,0
18191,0
10044,0
13719,0
8383,0
11160,0
3570,0
9460,1638.230769
18766,1569.344828
8582,1569.344828
4918,1569.344828
16427,1569.344828
20160,972.3333333
5702,885.1666667
7676,704.8333333
8366,704.8333333
19745,830.4285714
15908,789.375
3965,684
4739,630.6923077
19724,750.6666667
19758,595.5
12894,607.1666667
17356,921.75
15602,968.1923077
8821,1075.857143
12381,1028
10096,1071.5
20204,1192.5
17224,1040
1555,914.75
9300,913.6666667
16082,999.7
10177,996.6
5633,849
7917,928.7272727
2367,1079.857143
17608,878.4
18575,1141.333333
16339,1141.333333
16495,876
14666,658.6
3066,621
1568,741.3125
361,656.85
11792,641.2272727
10435,677.9047619
16769,743.6
11453,725.0526316
6260,480.8181818
6055,606.4166667
13653,617.275
4963,560.6052632
11031,562.1162791
6511,599.6341463
11938,689.4848485
5253,648.1851852
9395,710.4444444
15799,768.625
4107,1093.666667
15358,609.4285714
18400,585.1333333
5776,654.1764706
15318,574.7272727
19150,673.2692308
11059,642.8965517
11578,589.0555556
219,601.8636364
6188,646.5
18022,765.9473684
8539,628.7647059
15737,614.25
14009,833.0666667
7674,881.8333333
9652,672.2727273
10280,580.0666667
17183,725.7333333
8627,816
6243,613.3571429
19830,634.8333333
20150,816.3846154
166,860.4166667
18001,601.4285714
12884,608.1176471
105,774.125
12840,774.125
16983,634
2822,726.8666667
16180,817.1538462
19501,870.5
19267,870.4
2749,872.25
2444,957.5
4025,990.8333333
12440,1237
17441,881.5
14385,703.8333333
8155,639.625
816,614.3846154
16616,743.8666667
19077,700.4
18945,595.1578947
1763,579.9090909
8517,581.6470588
89,686.7368421
19271,581
3817,573.2142857
9440,674.7
18163,1132.875
7796,1002.8
16218,786.7
1986,786.7
7821,858.625
19420,946.2857143
14814,491
11108,499.5
17868,0
11206,945.5
17897,880.3333333
14082,697.5555556
1344,857.8181818
691,830.8
17911,1579
9650,529.7142857
16798,494.125
16698,565.5
16228,565.5
5054,710.5714286
16918,710.5714286
5009,800.3333333
13474,800.3333333
13598,1059.428571
2563,874.6363636
11907,688.2
7809,837.0833333
12275,908.2
6622,837.3333333
16026,606.6666667
9484,841.75
16197,654.4117647
2345,505.5909091
15187,505.5909091
11703,621.5714286
14718,651
16958,499.5555556
2100,823.4
2685,1148.75
3429,1018.7
6788,880.75
15393,10804.27273
17964,9171.307692
53,9618.25
11214,6215.157895
18700,6887.705882
5502,6887.705882
17909,388.0769231
5566,407.4444444
3750,381.2857143
5912,418.3333333
13061,418.3333333
13086,418.3333333
19920,418.3333333
5741,471
6137,0
12421,0
14703,471
18002,989
20281,989
1880,637.9230769
5676,637.9230769
18385,637.9230769
17760,651.8333333
8021,574.0909091
8696,558.2307692
4183,471
7771,471
12226,471
136,471
890,471
1080,0
4161,0
1439,471
57,392
14363,392
8271,392
8080,392
12127,392
12779,910
17850,1507
8319,730
20142,730
1241,730
2354,730
3838,471
7551,471
13072,0
6337,0
8103,0
1603,0
10951,1507
4567,1507
13229,0
8692,0
4199,566
11870,566
6484,542.25
18972,411.4545455
16675,572.2142857
14474,572.2142857
3154,573.9090909
1422,573.9090909
15248,584.2
9198,1161.666667
9152,0
2919,0
7978,0
11319,0
18038,471
14828,685
6773,890.5
1256,806.6
4034,806.6
3907,890.5
17687,698.5
4637,698.5
18044,439.5
13044,655.375
17882,655.375
352,655.375
8288,737.8333333
1684,847.7142857
13467,800.625
20254,816.3333333
1336,816.3333333
5141,816.3333333
5800,816.3333333
2727,471
15140,0
16513,1507
5564,1507
3856,1507
13646,1507
17792,1507
2712,1507
4296,0
830,471
4358,471
4889,471
1294,471
2326,471
6628,471
2135,685
18383,685
1616,1013.8
12762,1375.666667
14035,950.6
7910,910
17176,769
4942,400
7756,439.4444444
19463,439.4444444
2139,475.5714286
9923,475.5714286
18054,471
773,471
13440,0
16586,0
635,0
8523,0
16828,0
18194,0
12209,0
11926,0
11490,0
3461,1507
7808,1507
12233,1507
11591,1507
5391,1507
14498,0
5412,0
18311,0
7562,0
4827,0
85,0
7632,1113
20159,1113
11241,696.1111111
14696,696.1111111
3452,696.1111111
17797,644
2091,644
18261,0
10941,0
4419,0
15348,0
4263,0
9172,487
17572,487
2147,487
19242,487
18748,487
13151,0
3331,0
15297,0
10252,69
15196,69
5548,69
12106,69
8882,69
9868,69
11728,0
15161,0
14727,0
17817,0
13375,0
17247,0
487,0
15897,471
11077,471
5577,471
17277,471
8428,471
7152,471
4116,471
837,471
1843,471
17349,471
12511,471
7702,0
17110,0
6912,0
1318,1113
18879,1113
7305,1113
3005,1113
9677,471
8963,471
12513,471
1466,471
4846,0
14115,0
4932,0
2881,0
9207,0
18554,0
5629,0
1827,0
15510,0
19951,0
13454,0
8101,0
17819,0
4134,0
1460,0
19302,0
12664,69
4590,69
9117,69
1739,69
8192,273.9090909
2494,273.9090909
7947,273.9090909
8122,273.9090909
17838,273.9090909
18564,273.9090909
12204,69
15312,69
7259,0
4280,471
14915,471
3982,418.3333333
1049,431.5
6413,763.6666667
5804,526.5714286
12429,537.25
16417,540.7368421
1928,487.0555556
69,487.0555556
11855,0
17168,0
4144,453.4444444
5822,453.4444444
7964,453.4444444
13411,453.4444444
114,0
15773,0
7729,0
14994,0
15506,0
5200,0
16888,0
2639,513.1666667
12569,513.1666667
13184,513.1666667
7374,513.1666667
15199,513.1666667
5701,513.1666667
2191,0
11458,0
12512,0
17825,0
18937,0
14954,0
2726,0
2962,0
14078,391.1428571
11899,437
17276,544
5123,544
18558,537.3636364
1963,537.3636364
3946,655.2857143
12370,678.4
6799,471.25
19912,471.25
8990,471.3333333
6030,471.3333333
2991,0
3128,0
18685,0
2195,0
7002,0
10385,0
792,471
10211,471
2079,471
17839,471
13427,471
19284,471
4798,0
1212,0
15936,0
6212,0
8985,0
5275,0
2301,688.9230769
2477,688.9230769
4978,662.0714286
3614,692.1333333
14832,713
7877,632.3333333
17761,685
7554,471
14317,471
6246,472
3654,472
2885,989.25
19064,989.25
16385,854
18479,949.5
7040,949.5
1517,313
4329,313
12850,392
14786,471
7707,471
12507,471
7236,471
15765,557.3333333
1933,565.1818182
8219,574.6
11608,574.6
6077,574.6
19246,574.6
15541,0
13664,0
10304,0
13371,0
13378,0
9844,0
9215,0
1013,0
17058,0
268,0
13816,0
14306,0
9049,0
16557,0
6234,0
15878,0
671,0
19845,471
17158,911.5
13539,911.5
12169,911.5
8296,911.5
17213,911.5
19124,999.6
15309,0
14926,370.5
12945,370.5
19062,370.5
5825,370.5
592,370.5
8396,370.5
958,492.1428571
12958,492.1428571
16681,573.6
17033,573.6
3727,573.6
15837,527.7272727
13347,590
4467,590
11858,69
9181,0
17631,0
2492,631.5
16389,631.5
17151,631.5
1291,599.4
16482,710.7142857
6961,690.5
18350,690.5
3347,690.5
4396,763.6666667
11389,490.4
2561,534.75
14259,534.75
5882,522.2
11633,632.5
1034,632.5
2733,730.25
18729,678.4
7323,643.8333333
9900,816.3333333
16114,738
9289,738
7552,738
17933,827
15211,1005
6434,503
9089,0
11382,989
197,989
15067,989
11075,989
17221,1507
15916,0
12129,597.5
7407,597.5
15735,597.5
9332,459.1034483
16071,459.5
2508,459.5
5921,449.6428571
8048,449.6428571
6612,449.6428571
6868,471
1223,471
1522,471
1646,471
14318,471
20208,0
9404,0
12276,1113
1047,1113
14255,1113
11233,1113
20033,1113
6222,0
2259,0
1457,0
848,471
3102,471
1695,471
1361,471
17131,816.3333333
854,630.5
4475,645
18968,662.4
12987,662.4
13964,710.25
17985,444.6666667
15912,0
11486,0
17981,0
4180,0
14160,0
2678,0
9735,270
6954,270
2774,270
6646,270
14769,270
16859,0
736,0
1198,0
2747,503
5142,503
4275,503
10843,476.3333333
5188,623.5714286
8708,767
15512,710.375
4399,755.1111111
7519,1110.25
1541,978
17518,713.5
9693,1113
12434,471
19615,471
6701,989
15103,989
4070,1507
9586,1507
5258,1507
13988,0
19276,0
13213,0
3004,471
19181,471
3623,631.5
6218,685.6666667
14715,685.6666667
10075,685.6666667
8746,783.3333333
7583,822.375
6974,780.8571429
18305,910.5
9059,471
7591,471
2995,471
2034,471
768,471
16346,471
11437,471
15202,471
4047,471
18326,989
12495,989
20101,989
8555,989
252,0
7741,0
17776,1507
17520,1507
3924,816.3333333
8071,816.3333333
3732,586.1111111
2801,453.5555556
17394,558.9
17874,580.875
10360,580.875
14710,580.875
15560,910.5
18274,1507
17829,0
18650,0
3317,0
697,0
14993,0
4617,0
10328,502.75
15558,502.75
16985,481.7777778
14142,481.7777778
5673,481.7777778
19426,481.7777778
12302,314
15300,314
11757,0
2215,0
3387,0
11491,0
10981,0
16605,0
2109,0
9452,0
9476,0
14616,472
11020,472
17740,471.5
1406,816.6666667
18506,643.8333333
1199,643.8333333
13171,678.2
20153,643.6666667
20113,678.2
6748,471
7113,471
3315,10891.28571
14349,10891.28571
929,11692.84615
18584,11692.84615
19895,11692.84615
5390,0
14137,0
8190,0
17156,0
7668,857.4
11114,793
11782,793
11568,793
17894,747
15702,471
18804,471
18189,580.875
3616,580.875
2220,580.875
10239,596.5714286
2745,596.5714286
4247,617.5
9297,0
3118,0
18321,0
14458,0
9369,0
5229,0
1224,0
18785,0
11162,471
5559,989
2837,989
2206,730
13140,885.4
6032,761.75
3948,803.2857143
13099,686
15995,793.5
19836,555.6666667
13783,0
15768,0
12529,0
5171,0
19701,0
14593,475.5714286
