response_status_key,http_response_body_len_ratio
19027,458.8
15616,0
2288,472
1277,472
3348,472
15718,472
1112,377
2795,403.8571429
15757,403.8571429
1808,403.8571429
9829,403.8571429
11796,403.8571429
17459,314
11697,0
15858,0
14208,0
11126,353.25
4027,235.5
16261,417.1428571
11478,417.1428571
1701,417.1428571
10219,678.2
11584,507.2857143
18029,507.2857143
13788,507.2857143
20233,555.6666667
18143,0
11750,816.6666667
19357,533.8888889
16412,533.8888889
7943,527.5
17873,730
4418,730
14974,0
17617,471
15880,471
3860,678.2
10525,678.2
8500,678.2
12108,989
8412,989
5352,471
13045,471
11454,471
9330,0
19686,418.3333333
11220,690.5
12826,690.5
8334,1507
9454,471
17182,471
2186,471
8009,643.6666667
11842,619
19407,989
6940,989
15375,541.625
13486,541.625
12713,403.7142857
15001,392.5
6538,392.5
8211,392.5
4762,0
1275,607.1428571
10896,590.125
2729,590.125
12741,590.125
7073,590.125
13961,590.125
10920,471
2131,0
12289,0
17403,0
12575,0
1473,0
294,0
15860,0
10245,0
17302,0
9050,0
1217,0
16805,0
19065,0
18419,471
15849,471
1966,471
10028,471
10647,1161.666667
9003,1161.666667
6657,936.2
6864,665
13278,665
2255,499.4444444
4809,499.4444444
16369,471.2857143
15165,0
13784,0
4157,0
1379,390.6
4402,390.6
10537,390.6
9386,404
13746,404
4619,471
6240,471
19913,471
1240,0
12194,1507
10378,1507
2407,0
6632,1052.5
10792,625.5833333
1370,544.9
6005,541.4285714
6039,541.4285714
8683,541.4285714
6539,421.1764706
3992,429.2222222
22,472
8862,0
509,0
12607,0
17083,471
10229,471
1211,471
8813,511.7
7599,511.7
8421,424.7333333
5177,421.4285714
4568,417.6153846
7506,417.6153846
4172,250.8
19429,250.8
4110,0
8040,0
7289,471
12861,471
8272,471
17479,418
5844,391.5
16836,391.5
12263,392.375
3165,392.375
4463,392.375
1705,371
10889,314
20006,314
8881,314
3979,471.5
19186,392.8333333
9462,392.8333333
18154,235.5
5718,314
6803,910.5
19752,910.5
6738,1507
13442,433.4
5663,436.8181818
17926,444.1428571
7959,444.1428571
18964,444.1428571
6744,678.2
16581,643.6666667
12259,678.2
12046,989
15163,989
3206,471
14134,69
5276,34.5
10348,34.5
13902,34.5
18449,180
3399,252.75
8058,314
12450,471
3718,471
13137,471
2696,471
1255,0
11605,0
6643,0
16830,0
19636,0
3017,793.5
16654,793.5
1951,588.2727273
437,471
3099,471
5789,0
4324,471
18933,471
16907,471
18048,0
10691,0
5430,69
8703,421.6666667
14743,598
13913,598
16044,598
17762,598
19161,598
1119,0
14117,0
2424,0
2446,0
3878,453.5555556
12471,544.3333333
8525,544.3333333
3703,544.3333333
2894,544.3333333
10823,544.3333333
16661,816.6666667
12680,408.1
2591,408.1
17707,408.1
12118,408.1
1107,408.1
7222,408.1
1001,0
11001,0
8315,597.5
2594,597.5
15613,597.5
627,858.6666667
12454,780.8571429
15287,570
6380,574.3181818
399,574.3181818
9426,482.1111111
4516,492
16728,580.5555556
8115,0
903,0
3937,471
11669,471
201,471
3530,1280
19314,1280
16337,1280
3173,8338.6
19867,13044.33333
11371,13044.33333
933,13044.33333
19791,0
8996,0
16070,643.8333333
11272,643.8333333
2719,643.8333333
10106,643.8333333
8908,643.8333333
13363,0
5682,0
12353,0
2375,0
19222,471
14746,471
15532,989
17438,643.6666667
14995,678.2
16819,678.2
9638,678.2
16627,678.2
6688,1507
10207,1507
2526,1507
10891,498.6875
19344,431.4666667
9323,497.1176471
18505,497.1176471
670,497.1176471
7817,497.1176471
3512,989.5
7617,989.5
3582,0
8282,0
9893,0
17138,0
4081,0
16468,0
8994,0
14210,0
811,0
13444,0
14149,471
16759,230.6666667
18466,230.6666667
10848,230.6666667
4913,230.6666667
6203,323.9230769
3563,311.6666667
9046,403.8571429
2158,403.8571429
5334,403.8571429
6943,0
7325,0
19442,0
4064,675.5
19983,634.8
10029,634.8
10448,562.1111111
8015,418.8888889
16518,434.8461538
11663,434.8461538
14036,418.6666667
18066,471
16573,0
11414,0
2998,0
18956,0
13767,0
14301,0
8697,0
5201,0
18990,0
1401,471
5802,471
3711,471
10371,471
5552,202.4444444
14775,168.8333333
18055,135.2222222
4093,128.5
18071,138.1304348
5281,185.3846154
1147,154.9583333
6378,319.4594595
14138,368.1290323
15118,388.8275862
4198,410.3461538
15162,392.4347826
4305,519.0625
5431,104.6363636
8842,99
14290,68
15174,387.7777778
10425,178
4352,167
11260,146.1578947
11528,136.5384615
18135,129.875
1602,110.1818182
18428,68
2588,68
827,68
6972,118.1647059
13221,120.6419753
11707,127.0759494
1005,187.5333333
13255,205.7647059
8776,198.1111111
1755,196.9074074
15994,226.2045455
15377,240.5789474
13908,162.1666667
12336,156.4285714
8694,236.8181818
7565,152.9473684
14687,132.56
1459,114.1142857
2484,109.3846154
5573,127.4222222
10058,125
9919,105.5384615
10238,123.75
1390,177.9814815
11538,187.6603774
15815,162.75
6637,171.1694915
9991,171.1694915
8283,227.9215686
10095,187.3414634
2693,186.1578947
8156,231.48
12119,261
12072,320.3846154
16037,68
6304,68
18646,68
13640,104.8974359
6928,87.98611111
13876,89.68235294
17486,89.18390805
913,105.9565217
18875,111.65
18396,100.078125
6960,132.6315789
12536,181.9767442
17553,187.5365854
10638,180.137931
846,188.4444444
14114,198.08
17210,226.2777778
19595,90.44444444
4849,78.1
7293,105.796875
9819,101.1369863
16808,99.41558442
14945,97.86419753
19307,97.20289855
15733,110.8723404
19884,68
8741,68
9728,68
12277,68
284,126.4444444
16038,106.6764706
12712,93.53398058
13606,106.6355932
11771,95.76190476
14553,90.6407767
19459,86.80645161
4379,89.79439252
4123,94.3697479
19268,77.75
14901,77.5952381
15146,94.07692308
14443,99.78125
15135,101.1630435
11764,108.8181818
3953,178.5
12631,168.5
12672,139.7307692
19449,141.6184211
19451,152.7727273
6729,106.3968254
8782,92.18
2735,156
17997,156
13870,187.6086957
7699,373.6666667
19083,68
3464,281.1851852
15089,321.9411765
14996,278.5853659
9143,267.2236842
120,262.3
13114,220.9375
17661,171.1343284
15244,162.6575342
13799,155.4683544
13922,89.11363636
1756,85.6952381
9993,83.2295082
3019,82.07575758
12581,81.96992481
1088,82.74603175
16691,72.28723404
14795,68
11941,173.2153846
4332,180.7066667
10677,188.7571429
19075,196.0757576
19719,218.9464286
4303,218.9464286
20040,101.625
17112,68
12891,68
18544,68
5018,68
15938,68
5243,130.1538462
8839,100.32
16374,89.83783784
10756,86.79069767
17132,85.19148936
6971,79.88235294
1724,68
7272,68
15125,68
7361,68
15009,68
4133,125.7142857
20188,154.3684211
9718,122.7
11589,117.7272727
16474,117.7272727
2974,102.9148936
14507,110.1428571
1937,92.18446602
7778,97.30588235
2466,99.53164557
7976,99.53164557
15693,116.8431373
5027,92.96153846
51,68
8969,280
5542,226.1333333
18292,217.5116279
10372,180.7894737
4030,148.3625
11921,142.755814
11751,129.7126437
19516,93.53030303
6384,68
12541,68
8747,81
16745,79.35211268
13855,79.68115942
18556,79.04109589
18998,80.02985075
9291,80.79365079
18858,68
18523,68
10306,68
1648,140
3915,152.9803922
13367,156.7462687
9206,143.2658228
2112,145.2207792
9873,167.1
20237,120.5652174
1975,110.4210526
4674,68
9770,68
10877,270
13138,104.7272727
13170,94.93333333
9999,93.25
17096,88.2
931,82.1754386
8261,68
8325,68
7993,68
20170,68
14822,68
5472,68
16590,148.0243902
16834,157.1692308
11889,157.1692308
10999,150.8
6764,146.3243243
13583,146.3243243
2649,120.7142857
5309,84.12
15524,81.89655172
1023,82.92592593
14914,84.12
18822,85.52173913
9338,68
1059,68
516,68
5753,68
3783,152.6470588
3591,104.4303797
18501,101.8588235
1897,100.7045455
2720,96.21568627
12231,95.40952381
16927,68.03529412
4713,68.05882353
19715,68.05555556
133,68.05660377
9706,68.07317073
4816,68.06521739
5333,68
17923,68.01388889
15989,68.01587302
13903,68.01639344
2651,68.01612903
16642,68.01587302
5232,68.01724138
2080,68
6975,68
6044,69
8560,69
5092,3405.875
2871,3022.481928
11721,2987.297619
13080,2987.297619
5960,2900.528736
8187,541.1666667
8438,560.1111111
262,700.7142857
6101,700.7142857
4521,873
75,471.6666667
7083,472
16847,816.6666667
15598,816.6666667
15766,816.6666667
753,816.3333333
1931,471
1863,471
6513,989
9368,1507
18718,1507
3895,1507
12544,690.5
13142,659.6666667
170,487
524,596.8888889
8673,584.3
2002,584.3
2119,655.4285714
8865,678.4
15059,730.25
18347,471
16787,471
3151,471
13496,2989.796296
16377,2966.688073
17181,2899.839286
17114,2921.720721
16174,2899.839286
14603,2899.839286
7596,643.6666667
314,678.2
10789,989
20032,517
479,528.5
1323,528.5
10190,202.3333333
4497,202.3333333
3333,202.3333333
2145,0
1315,0
1252,69
5618,68.33333333
13695,9946.5
17546,9946.5
11811,8333.583333
6043,7210.357143
9023,8400.75
3853,414.1111111
10753,418.0344828
11122,419.8
13518,443.962963
19582,441.8
19896,441.8
8699,471
13591,471
5501,0
14037,0
13503,0
4029,555.6666667
13709,612.625
10800,596.8888889
8873,668.1818182
11324,668.1818182
16921,651.75
5628,683.7777778
9185,730
12323,730.25
620,471.5
6102,471.5
11467,472
8213,472
432,178.0909091
9308,183.2857143
6911,183.2857143
7176,183.2857143
17696,183.2857143
19336,271.5333333
11509,517.2
19031,1507
3474,1507
14287,1507
16989,1109
18277,910
624,910
15942,910
15074,910
10721,910
8275,148.7
6827,135.25
772,135.25
13999,164.9333333
15443,466.9824561
5358,493.0149254
17186,553.4210526
7279,571.0727273
335,571.0727273
10725,600.1272727
11537,681.7692308
18578,816.3333333
17162,816.3333333
16231,816.3333333
1734,0
13962,0
5240,0
3071,626.6111111
17175,618.4736842
319,611.1
15096,596.8571429
17015,418.3333333
14366,763.3333333
5775,909.5
17594,1507
13804,1507
20041,267.1
4773,221.1538462
1712,221.1538462
8604,192.4375
14324,192.4375
16220,192.4375
11497,148.875
8666,197.4
3176,243
6896,418
924,330.5
9232,330.5
17387,269.5
7667,269.5
17828,68
14837,68
7125,68
2089,68
16292,68
2920,68
3803,68
74,68
7345,68
3691,68
11207,68
19322,68
16079,68
8728,68
3940,68
5543,68
5364,68
7474,68
20028,68
9236,0
4906,0
10726,0
7147,0
7367,0
3773,0
6189,0
18753,0
9930,0
6633,0
4507,0
18941,68
18169,68
9848,68
20152,68
13691,68
11283,68
13361,68
7089,68
15877,68
5271,68
15033,0
14684,0
15504,0
7243,0
2601,0
3566,0
15313,0
5286,0
10693,0
9614,0
18108,0
16233,0
7370,0
877,0
3152,0
11472,0
7663,0
9584,0
13210,0
4252,0
19927,68
19347,68
8391,68
2029,118.5
1806,157.7777778
15316,337.3333333
14237,337.3333333
11985,472
9519,1059.666667
7268,1353.5
5025,490.125
8229,488
7072,486.3
13515,407
7321,397.7
18602,690.75
2217,764
5264,910.5
7525,191
623,68
9865,396
9522,421
13966,421
3069,421
2589,521.6
1896,655.2857143
9443,619.2857143
3538,682.7857143
2616,605.9375
14637,605.9375
9474,614
6973,551.4166667
13546,545.1538462
12558,278.4
555,331
8561,243.3333333
9602,189
11774,189
10944,118.5
10451,112.8888889
7952,168.8333333
2219,189
3662,229.2
14158,229.2
9778,229.2
5029,269.5
6750,0
10661,68.25
10539,68.25
18752,68.25
11642,68.25
11631,187.6666667
12035,274.5
13974,343.25
7962,343.25
13990,343.25
13647,343.25
11992,535
2014,0
5951,0
19462,0
651,0
5834,0
17584,0
17767,0
928,793.5
12287,729.2
2832,729.2
13196,614.4444444
3137,614.4444444
19906,445
6347,517.6
8418,537
17663,540.8823529
7851,539.8695652
15256,535.3714286
11118,568.125
11217,370.5
15520,390.8
14416,390.8
8162,241
14638,202.6666667
16700,240.8571429
11457,240.8571429
699,348.625
15956,348.625
14098,517
6001,629.25
6624,787.5
8318,787.5
8243,0
12007,68
3644,68
14612,68
2868,68
1686,68
4131,68
15351,168.75
13038,436.4
8163,436.4
13771,436.4
18542,436.4
6219,910
7111,313
19783,313
2394,313
18467,1573
20127,1274.333333
15656,1006.666667
10441,1006.666667
8945,513.5
3081,730.25
1468,816.6666667
5066,816.6666667
3162,816.6666667
14624,471.5
7435,471
2408,471
11249,471
14780,449.375
18534,449.375
19240,442.1666667
8886,436.4
20138,298.25
8165,432.5555556
19008,427.75
6859,427.75
1554,427.75
11558,427.75
3760,1507
8923,0
7114,0
7258,0
11146,68
8010,68
19453,68
6737,68
13630,148.8
2430,148.8
11749,148.8
3604,244.6666667
5892,277
18697,435.3333333
15704,793.5
14096,793.5
3244,793.5
16697,816.6666667
10709,989.5
8570,0
3450,0
3338,0
18387,471
16521,471
12371,471
15243,471
14033,646.6
8483,550.1666667
5047,566
3213,629.3333333
6512,629.3333333
2583,489
15729,68
5342,68
10167,68
19049,503.5
17588,503.5
6942,517.2222222
10113,569.32
2501,569.32
6184,569.32
7939,471.3333333
16930,471.3333333
10593,472
18198,0
2319,0
6569,0
11755,0
3518,0
18633,0
8549,472
5779,439.6
12136,445
4013,445
917,445
2993,445
4522,439.6
2776,472
13300,168.75
243,168.75
549,168.75
10798,125.5714286
13246,298.25
10505,317.5555556
18621,436.6
14313,436.6
19471,436.6
12063,989.5
5263,472
9497,471
20218,350.625
11857,294.1
12036,354.4615385
5284,287.0588235
637,275.5625
3215,7382.888889
12332,8297.25
5986,10083.76923
245,14535.22222
16246,8748.333333
8981,118.375
3280,140.1111111
14517,173.2
9141,209.375
285,209.375
2813,404.4545455
646,342.8333333
18820,356
4526,345.5454545
5991,436.6
16807,436.6
8950,169
13517,472
12291,403.7142857
11615,479.2307692
14186,477.6875
1006,477.6875
8476,477.6875
17128,477.3529412
11651,528.9
2646,298.4285714
3833,169
1860,169
12693,68
17722,68
5963,202.5
11525,157.6666667
3629,333.8461538
2989,446.4285714
14267,446.4285714
4950,730.25
15208,0
9786,392.5
19168,392.5
7434,570
11345,502.1071429
20171,531.2727273
17879,531.2727273
18283,453.3571429
13330,608.2857143
4149,0
8868,68
16206,68
9691,68
749,68
2912,125.7142857
9662,125.7142857
439,298.375
15792,298.375
11093,298.375
2359,436.6
6664,1507
15171,1507
5184,0
5349,0
11433,0
4031,418.6666667
15881,418.6666667
3354,418.6666667
6951,418.6666667
2970,0
19949,68
3363,68
2529,68
5207,68
17713,68
10092,68
18723,68
12939,0
17607,0
10475,0
5554,0
12642,68
7578,112.7777778
1854,130
16980,143.1428571
13617,234.0666667
16400,275.5833333
2977,416
452,416
716,910.5
19554,1507
7001,0
7622,0
14184,577.8888889
4596,577.8888889
2172,567.2
7508,558.4545455
949,558.4545455
4789,558.4545455
13112,816.3333333
12140,342.8333333
10480,274.7857143
1859,259.6923077
14957,259.6923077
256,259.6923077
16843,235.6666667
3655,311.6666667
33,555.3333333
12373,662.7142857
11888,620.1111111
3090,620.1111111
18233,652.5
97,628.6923077
3865,628.6923077
13744,577.7777778
8825,608.2857143
6634,571.5
18630,314
11039,314
16324,637.3333333
18299,613.5714286
934,596
12425,596
2835,596
14109,336.6666667
16655,68
19447,68.25
8944,68.14285714
20107,273.8461538
13956,365.2222222
19032,365.2222222
4450,365.2222222
6794,513.8333333
17898,0
1877,68
4706,491.1071429
8818,530.6792453
15241,530.6792453
7654,530.6792453
12437,577.0392157
18120,610.8461538
14894,1507
2510,1507
18832,1507
1094,0
7049,0
8208,68
13100,68
9997,68
19133,68
10295,348.625
15943,302.6923077
19505,372.2857143
5399,372.2857143
2208,372.2857143
54,372.2857143
13173,361
4212,434.2222222
19887,589.75
4552,589.75
19679,589.75
11660,589.75
326,0
9647,0
5562,471
12663,555.3333333
4006,555.3333333
644,555.3333333
8650,597.5
19361,754413483.5
3000,754413483.5
3401,0
19989,0
4882,0
718,0
16088,0
5851,0
14558,0
424,0
18743,0
16954,36583.5
1817,36583.5
5679,36583.5
7685,36583.5
9678,41809.71429
3533,48778
10197,0
17510,0
18323,0
3637,0
4755,0
15446,0
8961,0
10444,0
14990,0
18722,0
10640,0
18520,0
4456,0
12649,0
1810,0
11098,0
16075,0
15901,0
150,0
9704,0
14514,0
10482,0
10657,0
13768,0
9842,0
10520,0
11412,0
11091,0
17662,0
18699,0
5338,0
11732,0
12804,0
13914,0
11593,0
6031,0
5974,0
2820,0
829,0
6052,0
1166,0
12448,0
18094,0
3175,0
701,0
10453,0
6471,0
1259,0
10006,0
9568,0
1472,0
15141,0
10933,0
6242,0
15487,0
4060,0
336,0
11609,0
11649,0
19072,0
476,0
10835,0
10883,0
12086,0
5084,29867.66667
4669,29867.66667
14787,29867.66667
8430,29867.66667
17770,44801.5
2730,0
211,0
14132,0
15209,0
10455,0
2280,0
12509,0
13382,0
13848,0
16138,0
15727,0
7369,0
2772,0
2943,0
7253,0
9265,0
14870,0
9138,0
6577,0
19795,0
5656,0
7783,0
9980,0
4213,0
7493,0
13857,0
7791,0
8205,0
5619,0
11886,0
11745,0
10934,0
1584,0
11672,0
12033,0
6406,0
18649,0
819,0
15494,0
4792,0
17655,0
10001,0
732,0
9975,0
18623,0
16633,1228
6926,1228
3716,1228
6418,0
18343,0
2975,51901.75
5805,51901.75
220,51901.75
4009,30171
17333,1196.666667
4128,1196.666667
6110,1196.666667
18597,0
7221,0
18231,0
13680,0
20276,0
5672,0
7540,0
11138,0
16574,0
6063,0
14405,0
8173,0
4855,0
574,12951.57143
5887,18132.2
10778,18132.2
11384,18132.2
1415,18132.2
2202,0
3709,0
16212,0
5293,0
13710,0
1542,0
12139,0
17036,0
2023,0
4401,69
13203,69
17329,69
15370,6839.25
11025,11573.15385
5194,11573.15385
15634,11573.15385
18906,11573.15385
5894,19147.4
2435,68
13430,68
10652,68
11155,202.3333333
10022,269.5
467,471
16662,471
1914,69
11086,69
3952,69
17622,69
12604,69
575,337
3987,471
14144,471
11863,471
4345,471
1248,471
13658,313
7491,313
19998,697.4
3096,697.4
7604,697.4
8251,517.5714286
298,551.6666667
18920,68
15667,503.8571429
11521,503.8571429
13342,678.2
12253,619
2873,565.3333333
15259,584.2
1261,584.2
6226,584.2
10552,612.5
3751,612.5
13968,816.3333333
9070,0
18862,0
12784,0
14634,0
6653,0
14620,0
11852,0
3606,0
7169,0
1782,270
12523,270
19045,270
18286,270
5041,270
17311,270
17240,0
8497,0
3954,0
16511,0
17852,816.3333333
13245,678.2
19829,678.2
12908,678.2
5603,678.2
5605,678.2
17726,418.3333333
9127,313
3601,910
14088,910
2734,910
16906,910
17126,1507
7230,1507
7167,0
10179,0
6870,0
17684,0
482,0
11909,0
11915,0
8347,471
17539,471
11006,637.8461538
15657,625.9285714
2765,615.6
7078,606.5625
17956,625.9285714
577,687.9
19683,471
1494,471
563,69
8934,69
6751,69
9660,69
18997,69
18617,69
17353,0
13901,0
6316,0
11113,0
865,471
2559,471
945,471
13282,617.5
19337,744.5714286
7983,854
15296,1109.333333
6319,730
1309,471
14809,471
6626,471
11982,471
14937,471
15269,392.5
16046,392.5
3288,418.6666667
14699,418.6666667
7189,392.5
9938,663.875
15396,500.52
16372,501.75
20017,501.75
6749,423.6470588
6610,989
8928,989
17157,989
13605,989
3492,989
17305,989
12754,0
255,0
1641,0
403,0
15338,572.2
6093,572.2
6451,728
2859,644.125
5308,672.75
5231,657.2307692
20178,710.375
187,710.375
12377,596.5714286
12881,678.2
14011,309.8
7595,269.5
2572,269.5
3641,229.2
15688,229.2
10816,229.2
19416,269.5
1864,269.5
17494,336.6666667
11200,816.3333333
10408,816.3333333
3754,816.3333333
13403,885.6
12982,885.6
5280,989.25
12756,816.6666667
8142,816.6666667
16279,816.6666667
11781,0
7863,0
4648,471
14262,471
5421,471
4276,10511.53571
17919,10201.03448
63,10548.53571
11250,10548.53571
372,1507
20056,0
9169,0
5420,471
1747,471
18586,471
1320,0
2994,0
20014,471
8450,471
10536,471
5697,0
18186,471.5
16020,471.6666667
7187,471.6666667
2799,558
11801,558
5895,575.3
15944,817
8236,817
370,69
12893,0
2160,0
8470,599.4
9963,599.4
10849,0
9416,0
13720,0
9682,471
12671,471
3138,471
7946,471
8718,0
11794,0
6755,692.75
4281,692.75
6994,0
15236,471.5
17636,471.5
6227,471.5
9895,471.5
18851,0
19620,0
1682,471.25
15730,439.8
9237,439.8
6475,439.8
17945,314
6515,866.1
5936,585.3571429
12005,585.3571429
17677,565.8148148
631,429.3888889
15785,0
264,270
1397,270
458,270
12472,270
16556,0
2941,0
19382,0
12081,0
17866,713
16295,713
16837,713
15352,713
5645,0
5151,0
7998,0
7683,0
10572,0
14861,0
3435,0
19152,0
2094,770.3333333
19025,771.3
18659,755.6
8312,755.6
13918,755.6
19280,715.8888889
16248,714.5
944,314
16640,0
14725,0
7647,0
7915,313
9695,313
5067,313
14181,0
1295,0
6049,0
18353,0
12476,530.3181818
15948,490.2258065
698,490.2258065
18107,490.2258065
13579,392.2222222
13940,0
13979,0
19180,0
19540,597.5
11034,597.5
1236,597.5
11658,597.5
161,6418.44
19250,6054.62963
11254,6054.62963
14028,6054.62963
13329,1507
19350,0
7900,0
10836,471
13055,1113
16606,896.3333333
13904,896.3333333
20280,896.3333333
16624,788
5820,788
8646,0
15299,0
2260,2494.34375
14450,2494.34375
17431,2559.612903
14496,2686.931034
6177,0
17818,0
663,0
14155,0
4805,270
18092,270
3029,471
349,471
12219,0
15591,0
5943,513.1666667
8527,553
7511,553
9282,632.6666667
12474,0
7193,0
19349,0
12076,0
8806,0
18710,0
9349,0
4464,0
3579,0
873,0
9271,0
2066,0
17859,0
13374,0
9935,0
12808,0
12911,0
15791,0
6722,0
9076,0
4668,0
13501,0
12262,0
17348,0
13276,0
15712,0
15882,0
3062,0
7362,0
14890,0
3888,0
19773,0
5572,0
3624,0
5913,0
703,0
6968,0
5,0
16657,0
20076,0
15279,0
6305,0
20226,0
13535,0
5706,0
1789,0
17237,0
19980,0
7765,0
6689,0
13232,0
2117,0
4500,0
19974,0
2553,0
13485,0
3220,0
7931,0
2606,0
15903,0
4495,0
11281,0
17004,0
7039,0
14633,0
7556,0
8796,0
19563,0
12570,0
6619,0
5093,0
17809,0
10055,0
12868,0
10580,0
12164,0
6603,0
4327,0
8302,0
17790,0
10225,0
11687,0
277,0
16409,0
8434,0
10111,0
8468,0
5467,0
3337,0
13260,0
16890,0
14085,0
16225,0
18536,0
4625,0
5328,0
5637,0
7670,0
2074,0
3837,0
4925,0
12883,0
16761,0
16903,0
15530,0
17642,0
18174,0
15479,0
8731,0
19398,0
12379,0
2907,0
14712,0
17524,0
19331,0
8751,0
9147,0
8199,0
1262,0
5252,0
18476,0
16420,0
8706,0
7927,0
11972,0
5317,0
7708,0
9327,0
8121,0
8249,0
9772,0
6459,0
7719,0
973,0
15736,0
2062,0
6417,0
3592,85394.3125
20131,80371.11765
2556,80371.11765
3240,80371.11765
4421,91087.26667
5392,105100.6923
10192,0
5303,0
11399,0
7277,0
8743,0
1600,0
10910,0
5449,0
12760,0
11531,0
8772,0
6133,0
10969,0
20013,0
7879,0
16863,0
9758,0
5959,0
6160,0
2437,0
124,0
11524,0
16945,0
6600,0
12630,0
13120,0
12596,0
9088,0
6035,0
19196,0
18061,0
7982,0
15489,0
15834,0
8085,0
8111,0
19395,0
5639,0
18202,0
9346,0
8786,0
3402,0
13188,0
20199,0
8453,0
14426,0
12744,0
205,0
9603,0
550,0
2564,0
13882,0
13924,0
8424,0
14101,0
1640,0
4746,0
11417,0
11292,0
18600,0
