dns_mean_TTL,dns_len_TTL,non_working_days_dns,non_working_hours_dns,dns_interlog_key
1943.8611111111113,2.9166666666666665,0.0,0.0,9353
1943.8611111111113,2.9166666666666665,0.0,0.0,8586
0.0,0.0,0.0,0.0,14933
0.0,0.0,0.0,0.0,20109
0.0,0.0,0.0,0.0,3235
0.0,0.0,0.0,0.0,14295
0.0,0.0,0.0,0.0,11264
0.0,0.0,0.0,0.0,2820
0.0,0.0,0.0,0.0,19239
0.0,0.0,0.0,0.0,11033
0.0,0.0,0.0,0.0,4283
0.0,0.0,0.0,0.0,15388
0.0,0.0,0.0,0.0,15912
0.0,0.0,0.0,0.0,7729
0.0,0.0,0.0,0.0,18331
0.0,0.0,0.0,0.0,19968
0.0,0.0,0.0,0.0,937
0.0,0.0,0.0,0.0,4394
0.0,0.0,0.0,0.0,13438
0.0,0.0,0.0,0.0,16642
0.0,0.0,0.0,0.0,17808
0.0,0.0,0.0,0.0,11458
0.0,0.0,0.0,0.0,2513
0.0,0.0,0.0,0.0,4938
0.0,0.0,0.0,0.0,8505
0.0,0.0,0.0,0.0,15239
0.0,0.0,0.0,0.0,19821
0.0,0.0,0.0,0.0,12440
0.0,0.0,0.0,0.0,16542
0.0,0.0,0.0,0.0,15679
0.0,0.0,0.0,0.0,17407
0.0,0.0,0.0,0.0,7626
0.0,0.0,0.0,0.0,3414
0.0,0.0,0.0,0.0,1752
619.4,2.2,0.0,0.0,16229
619.4,2.2,0.0,0.0,15549
619.4,2.2,0.0,0.0,15308
619.4,2.2,0.0,0.0,8367
619.4,2.2,0.0,0.0,3278
3094.764705882353,1.4705882352941178,0.0,0.0,14857
4126.166666666667,1.1666666666666667,0.0,0.0,11770
4126.166666666667,1.1666666666666667,0.0,0.0,19565
4126.166666666667,1.1666666666666667,0.0,0.0,14427
4126.166666666667,1.1666666666666667,0.0,0.0,10374
3646.608695652174,1.3043478260869565,0.0,0.0,8030
3123.4545454545455,1.4545454545454546,0.0,0.0,982
3123.4545454545455,1.4545454545454546,0.0,0.0,5837
3123.4545454545455,1.4545454545454546,0.0,0.0,17352
3123.4545454545455,1.4545454545454546,0.0,0.0,7993
3123.4545454545455,1.4545454545454546,0.0,0.0,17944
0.0,0.0,0.0,0.0,14012
0.0,0.0,0.0,0.0,672
0.0,0.0,0.0,0.0,8841
0.0,0.0,0.0,0.0,17155
0.0,0.0,0.0,0.0,11414
0.0,0.0,0.0,0.0,6728
0.0,0.0,0.0,0.0,7531
0.0,0.0,0.0,0.0,11309
0.0,0.0,0.0,0.0,11098
0.0,0.0,0.0,0.0,18833
0.0,0.0,0.0,0.0,17061
0.0,0.0,0.0,0.0,7560
0.0,0.0,0.0,0.0,10613
0.0,0.0,0.0,0.0,4042
0.0,0.0,0.0,0.0,774
0.0,0.0,0.0,0.0,13850
0.0,0.0,0.0,0.0,3907
0.0,0.0,0.0,0.0,18519
0.0,0.0,0.0,0.0,3239
0.0,0.0,0.0,0.0,9362
0.0,0.0,0.0,0.0,9827
0.0,0.0,0.0,0.0,16037
0.0,0.0,0.0,0.0,7689
0.0,0.0,0.0,0.0,16444
0.0,0.0,0.0,0.0,17334
0.0,0.0,0.0,0.0,1806
0.0,0.0,0.0,0.0,10325
0.0,0.0,0.0,0.0,9717
0.0,0.0,0.0,0.0,11535
0.0,0.0,0.0,0.0,2650
0.0,0.0,0.0,0.0,14984
0.0,0.0,0.0,0.0,15969
0.0,0.0,0.0,0.0,7310
0.0,0.0,0.0,0.0,20076
0.0,0.0,0.0,0.0,10418
0.0,0.0,0.0,0.0,11790
0.0,0.0,0.0,0.0,18454
0.0,0.0,0.0,0.0,3734
0.0,0.0,0.0,0.0,13478
0.0,0.0,0.0,0.0,17109
0.0,0.0,0.0,0.0,1566
0.0,0.0,0.0,0.0,7770
0.0,0.0,0.0,0.0,19839
0.0,0.0,0.0,0.0,14228
0.0,0.0,0.0,0.0,8237
0.0,0.0,0.0,0.0,11390
0.0,0.0,0.0,0.0,4343
0.0,0.0,0.0,0.0,119
0.0,0.0,0.0,0.0,13860
1454.3406593406594,1.8461538461538463,0.0,0.0,3829
1454.3406593406594,1.8461538461538463,0.0,0.0,4940
1454.3406593406594,1.8461538461538463,0.0,0.0,19005
1454.3406593406594,1.8461538461538463,0.0,0.0,3501
1454.3406593406594,1.8461538461538463,0.0,0.0,6717
0.0,0.0,0.0,0.0,13312
0.0,0.0,0.0,0.0,16803
0.0,0.0,0.0,0.0,1905
1825.6285714285716,4.0,0.16666666666666666,0.0,8616
2913.4708333333333,2.8333333333333335,0.3333333333333333,0.0,12330
2913.4708333333333,2.8333333333333335,0.3333333333333333,0.0,7984
2913.4708333333333,2.8333333333333335,0.3333333333333333,0.0,18569
2913.4708333333333,2.8333333333333335,0.3333333333333333,0.0,18426
4436.45,1.2,0.16666666666666666,0.0,12094
0.0,0.0,0.0,0.0,3740
0.0,0.0,0.0,0.0,6014
0.0,0.0,0.0,0.0,19808
0.0,0.0,0.0,0.0,3175
0.0,0.0,0.0,0.0,6012
0.0,0.0,0.0,0.0,16336
0.0,0.0,0.0,0.0,13024
0.0,0.0,0.0,0.0,2732
0.0,0.0,0.0,0.0,20029
0.0,0.0,0.0,0.0,11276
0.0,0.0,0.0,0.0,17282
4156.153846153846,1.0769230769230769,0.16666666666666666,0.0,8618
4156.153846153846,1.0769230769230769,0.16666666666666666,0.0,5585
4156.153846153846,1.0769230769230769,0.16666666666666666,0.0,9471
4156.153846153846,1.0769230769230769,0.16666666666666666,0.0,6826
4156.153846153846,1.0769230769230769,0.16666666666666666,0.0,15520
4156.153846153846,1.0769230769230769,0.16666666666666666,0.0,17585
0.0,0.0,0.0,0.0,19801
0.0,0.0,0.0,0.0,9320
0.0,0.0,0.0,0.0,20278
0.0,0.0,0.0,0.0,6441
0.0,0.0,0.0,0.0,11104
0.0,0.0,0.0,0.0,19438
0.0,0.0,0.0,0.0,14139
0.0,0.0,0.0,0.0,14873
0.0,0.0,0.0,0.0,16612
0.0,0.0,0.0,0.0,18529
0.0,0.0,0.0,0.0,10590
0.0,0.0,0.0,0.0,5928
0.0,0.0,0.0,0.0,15959
0.0,0.0,0.0,0.0,5868
0.0,0.0,0.0,0.0,2530
0.0,0.0,0.0,0.0,15168
0.0,0.0,0.0,0.0,2323
0.0,0.0,0.0,0.0,15993
0.0,0.0,0.0,0.0,9903
0.0,0.0,0.0,0.0,8737
0.0,0.0,0.0,0.0,7180
0.0,0.0,0.0,0.0,1196
0.0,0.0,0.0,0.0,14654
0.0,0.0,0.0,0.0,7891
0.0,0.0,0.0,0.0,7639
0.0,0.0,0.0,0.0,15306
5330.659722222222,1.5833333333333333,0.0,0.0,9200
5251.218390804597,1.5862068965517242,0.0,0.0,12098
5251.218390804597,1.5862068965517242,0.0,0.0,4941
5251.218390804597,1.5862068965517242,0.0,0.0,13920
4869.9,1.6,0.0,0.0,4835
0.0,0.0,0.0,0.0,5777
0.0,0.0,0.0,0.0,139
0.0,0.0,0.0,0.0,15756
0.0,0.0,0.0,0.0,4717
0.0,0.0,0.0,0.0,10451
0.0,0.0,0.0,0.0,9495
0.0,0.0,0.0,0.0,14174
0.0,0.0,0.0,0.0,11655
0.0,0.0,0.0,0.0,640
0.0,0.0,0.0,0.0,19604
0.0,0.0,0.0,0.0,3355
0.0,0.0,0.0,0.0,15067
0.0,0.0,0.0,0.0,18380
0.0,0.0,0.0,0.0,3831
0.0,0.0,0.0,0.0,3601
0.0,0.0,0.0,0.0,19918
0.0,0.0,0.0,0.0,15305
0.0,0.0,0.0,0.0,13143
0.0,0.0,0.0,0.0,8627
0.0,0.0,0.0,0.0,281
0.0,0.0,0.0,0.0,14512
0.0,0.0,0.0,0.0,17964
0.0,0.0,0.0,0.0,4911
0.0,0.0,0.0,0.0,16104
0.0,0.0,0.0,0.0,2176
0.0,0.0,0.0,0.0,2634
0.0,0.0,0.0,0.0,11160
0.0,0.0,0.0,0.0,3958
0.0,0.0,0.0,0.0,18992
0.0,0.0,0.0,0.0,8477
0.0,0.0,0.0,0.0,4058
0.0,0.0,0.0,0.0,10990
0.0,0.0,0.0,0.0,1467
0.0,0.0,0.0,0.0,16531
0.0,0.0,0.0,0.0,2160
0.0,0.0,0.0,0.0,912
0.0,0.0,0.0,0.0,2674
0.0,0.0,0.0,0.0,8544
2127.8881944444447,2.0416666666666665,0.0,0.0,19163
2127.8881944444447,2.0416666666666665,0.0,0.0,17778
2127.8881944444447,2.0416666666666665,0.0,0.0,7138
2127.8881944444447,2.0416666666666665,0.0,0.0,12471
2127.8881944444447,2.0416666666666665,0.0,0.0,10921
2127.8881944444447,2.0416666666666665,0.0,0.0,7927
0.0,0.0,0.0,0.0,7762
0.0,0.0,0.0,0.0,18666
0.0,0.0,0.0,0.0,3413
0.0,0.0,0.0,0.0,18830
0.0,0.0,0.0,0.0,19301
0.0,0.0,0.0,0.0,8193
0.0,0.0,0.0,0.0,17777
0.0,0.0,0.0,0.0,306
0.0,0.0,0.0,0.0,11955
0.0,0.0,0.0,0.0,5364
0.0,0.0,0.0,0.0,5639
1727.9964285714289,2.0892857142857144,0.0,0.0,29
1727.9964285714289,2.0892857142857144,0.0,0.0,1590
1727.9964285714289,2.0892857142857144,0.0,0.0,16326
1727.9964285714289,2.0892857142857144,0.0,0.0,1781
1727.9964285714289,2.0892857142857144,0.0,0.0,6091
0.0,0.0,0.0,0.0,16780
0.0,0.0,0.0,0.0,1425
0.0,0.0,0.0,0.0,1721
0.0,0.0,0.0,0.0,8133
0.0,0.0,0.0,0.0,3517
0.0,0.0,0.0,0.0,2671
0.0,0.0,0.0,0.0,8294
0.0,0.0,0.0,0.0,18756
0.0,0.0,0.0,0.0,17453
0.0,0.0,0.0,0.0,18059
0.0,0.0,0.0,0.0,15930
0.0,0.0,0.0,0.0,327
0.0,0.0,0.0,0.0,16749
0.0,0.0,0.0,0.0,17115
0.0,0.0,0.0,0.0,10020
0.0,0.0,0.0,0.0,5402
0.0,0.0,0.0,0.0,2836
0.0,0.0,0.0,0.0,19150
0.0,0.0,0.0,0.0,11149
0.0,0.0,0.0,0.0,15909
0.0,0.0,0.0,0.0,3138
0.0,0.0,0.0,0.0,15752
0.0,0.0,0.0,0.0,3642
0.0,0.0,0.0,0.0,3707
0.0,0.0,0.0,0.0,3296
0.0,0.0,0.0,0.0,11344
0.0,0.0,0.0,0.0,10538
0.0,0.0,0.0,0.0,1880
0.0,0.0,0.0,0.0,19883
0.0,0.0,0.0,0.0,2965
0.0,0.0,0.0,0.0,6167
0.0,0.0,0.0,0.0,12767
0.0,0.0,0.0,0.0,3722
0.0,0.0,0.0,0.0,17717
0.0,0.0,0.0,0.0,233
0.0,0.0,0.0,0.0,8843
0.0,0.0,0.0,0.0,9603
0.0,0.0,0.0,0.0,7668
0.0,0.0,0.0,0.0,6569
0.0,0.0,0.0,0.0,2258
0.0,0.0,0.0,0.0,19451
0.0,0.0,0.0,0.0,12199
0.0,0.0,0.0,0.0,16394
0.0,0.0,0.0,0.0,5528
0.0,0.0,0.0,0.0,13935
0.0,0.0,0.0,0.0,11518
0.0,0.0,0.0,0.0,10876
0.0,0.0,0.0,0.0,16293
0.0,0.0,0.0,0.0,1117
0.0,0.0,0.0,0.0,8976
0.0,0.0,0.0,0.0,7464
0.0,0.0,0.0,0.0,2630
0.0,0.0,0.0,0.0,3787
0.0,0.0,0.0,0.0,12829
0.0,0.0,0.0,0.0,7763
0.0,0.0,0.0,0.0,18396
0.0,0.0,0.0,0.0,7703
0.0,0.0,0.0,0.0,7681
0.0,0.0,0.0,0.0,197
0.0,0.0,0.0,0.0,10593
0.0,0.0,0.0,0.0,3909
0.0,0.0,0.0,0.0,10850
0.0,0.0,0.0,0.0,16089
0.0,0.0,0.0,0.0,16413
0.0,0.0,0.0,0.0,7099
0.0,0.0,0.0,0.0,6383
0.0,0.0,0.0,0.0,10185
0.0,0.0,0.0,0.0,1506
0.0,0.0,0.0,0.0,20228
0.0,0.0,0.0,0.0,20098
0.0,0.0,0.0,0.0,14326
0.0,0.0,0.0,0.0,10831
0.0,0.0,0.0,0.0,6133
0.0,0.0,0.0,0.0,18924
0.0,0.0,0.0,0.0,11429
0.0,0.0,0.0,0.0,16397
0.0,0.0,0.0,0.0,17201
0.0,0.0,0.0,0.0,18249
0.0,0.0,0.0,0.0,5705
0.0,0.0,0.0,0.0,16908
0.0,0.0,0.0,0.0,11800
0.0,0.0,0.0,0.0,16302
0.0,0.0,0.0,0.0,2573
0.0,0.0,0.0,0.0,13877
0.0,0.0,0.0,0.0,17477
0.0,0.0,0.0,0.0,14735
0.0,0.0,0.0,0.0,11931
0.0,0.0,0.0,0.0,8885
0.0,0.0,0.0,0.0,13028
0.0,0.0,0.0,0.0,11523
0.0,0.0,0.0,0.0,18948
0.0,0.0,0.0,0.0,19532
0.0,0.0,0.0,0.0,1395
0.0,0.0,0.0,0.0,10951
0.0,0.0,0.0,0.0,4202
0.0,0.0,0.0,0.0,11403
0.0,0.0,0.0,0.0,5122
0.0,0.0,0.0,0.0,8947
0.0,0.0,0.0,0.0,18340
0.0,0.0,0.0,0.0,151
0.0,0.0,0.0,0.0,18239
0.0,0.0,0.0,0.0,1930
0.0,0.0,0.0,0.0,19704
4500.0,1.0,0.0,0.0,889
4500.0,1.0,0.0,0.0,7731
4500.0,1.0,0.0,0.0,4653
4500.0,1.0,0.0,0.0,8977
0.0,0.0,0.0,0.0,6712
0.0,0.0,0.0,0.0,10131
0.0,0.0,0.0,0.0,7534
0.0,0.0,0.0,0.0,20110
0.0,0.0,0.0,0.0,2755
0.0,0.0,0.0,0.0,8175
0.0,0.0,0.0,0.0,16890
2542.325,2.0,0.0,0.0,14252
2542.325,2.0,0.0,0.0,19085
2542.325,2.0,0.0,0.0,19845
2542.325,2.0,0.0,0.0,10268
0.0,0.0,0.0,0.0,5554
0.0,0.0,0.0,0.0,3505
0.0,0.0,0.0,0.0,6956
0.0,0.0,0.0,0.0,12981
0.0,0.0,0.0,0.0,11204
0.0,0.0,0.0,0.0,1661
0.0,0.0,0.0,0.0,1609
0.0,0.0,0.0,0.0,11048
0.0,0.0,0.0,0.0,19686
0.0,0.0,0.0,0.0,160
0.0,0.0,0.0,0.0,17885
0.0,0.0,0.0,0.0,8337
0.0,0.0,0.0,0.0,7573
0.0,0.0,0.0,0.0,16147
0.0,0.0,0.0,0.0,14590
0.0,0.0,0.0,0.0,4261
0.0,0.0,0.0,0.0,1560
0.0,0.0,0.0,0.0,6827
0.0,0.0,0.0,0.0,10809
0.0,0.0,0.0,0.0,16319
0.0,0.0,0.0,0.0,20148
0.0,0.0,0.0,0.0,16949
0.0,0.0,0.0,0.0,2764
0.0,0.0,0.0,0.0,1031
0.0,0.0,0.0,0.0,19117
0.0,0.0,0.0,0.0,18250
0.0,0.0,0.0,0.0,1292
0.0,0.0,0.0,0.0,10283
0.0,0.0,0.0,0.0,15504
0.0,0.0,0.0,0.0,15979
0.0,0.0,0.0,0.0,17102
0.0,0.0,0.0,0.0,10026
0.0,0.0,0.0,0.0,5607
0.0,0.0,0.0,0.0,9875
0.0,0.0,0.0,0.0,7465
0.0,0.0,0.0,0.0,16898
0.0,0.0,0.0,0.0,9335
0.0,0.0,0.0,0.0,2002
0.0,0.0,0.0,0.0,18505
0.0,0.0,0.0,0.0,7031
0.0,0.0,0.0,0.0,20137
0.0,0.0,0.0,0.0,16240
0.0,0.0,0.0,0.0,3897
0.0,0.0,0.0,0.0,6412
0.0,0.0,0.0,0.0,9929
0.0,0.0,0.0,0.0,13939
0.0,0.0,0.0,0.0,19122
0.0,0.0,0.0,0.0,738
0.0,0.0,0.0,0.0,8211
0.0,0.0,0.0,0.0,17062
0.0,0.0,0.0,0.0,11631
0.0,0.0,0.0,0.0,16258
0.0,0.0,0.0,0.0,14293
0.0,0.0,0.0,0.0,2951
7072.489583333333,1.75,0.0,0.0,14606
7072.489583333333,1.75,0.0,0.0,17918
7072.489583333333,1.75,0.0,0.0,17475
7072.489583333333,1.75,0.0,0.0,4258
7072.489583333333,1.75,0.0,0.0,17175
0.0,0.0,0.0,0.0,4454
0.0,0.0,0.0,0.0,4267
0.0,0.0,0.0,0.0,8196
0.0,0.0,0.0,0.0,18531
0.0,0.0,0.0,0.0,14541
0.0,0.0,0.0,0.0,1160
1130.1005917159762,3.1538461538461537,0.0,0.0,10111
1130.1005917159762,3.1538461538461537,0.0,0.0,15268
1130.1005917159762,3.1538461538461537,0.0,0.0,14676
1130.1005917159762,3.1538461538461537,0.0,0.0,3419
1130.1005917159762,3.1538461538461537,0.0,0.0,4355
1130.1005917159762,3.1538461538461537,0.0,0.0,1877
0.0,0.0,0.0,0.0,10512
0.0,0.0,0.0,0.0,14057
2185.902777777778,2.8333333333333335,0.0,0.0,8459
2185.902777777778,2.8333333333333335,0.0,0.0,3858
2185.902777777778,2.8333333333333335,0.0,0.0,9731
2185.902777777778,2.8333333333333335,0.0,0.0,6272
2185.902777777778,2.8333333333333335,0.0,0.0,16412
0.0,0.0,0.0,0.0,1207
0.0,0.0,0.0,0.0,10797
0.0,0.0,0.0,0.0,18893
0.0,0.0,0.0,0.0,10081
0.0,0.0,0.0,0.0,9252
0.0,0.0,0.0,0.0,296
0.0,0.0,0.0,0.0,19358
0.0,0.0,0.0,0.0,11010
0.0,0.0,0.0,0.0,14932
0.0,0.0,0.0,0.0,7468
0.0,0.0,0.0,0.0,9863
0.0,0.0,0.0,0.0,18481
0.0,0.0,0.0,0.0,2214
0.0,0.0,0.0,0.0,3444
0.0,0.0,0.0,0.0,7182
0.0,0.0,0.0,0.0,15882
0.0,0.0,0.0,0.0,2587
0.0,0.0,0.0,0.0,16442
0.0,0.0,0.0,0.0,8525
0.0,0.0,0.0,0.0,9447
0.0,0.0,0.0,0.0,2488
0.0,0.0,0.0,0.0,9336
0.0,0.0,0.0,0.0,14376
0.0,0.0,0.0,0.0,15063
0.0,0.0,0.0,0.0,8597
0.0,0.0,0.0,0.0,12073
0.0,0.0,0.0,0.0,8962
0.0,0.0,0.0,0.0,14953
0.0,0.0,0.0,0.0,7850
0.0,0.0,0.0,0.0,2624
0.0,0.0,0.0,0.0,18312
0.0,0.0,0.0,0.0,642
0.0,0.0,0.0,0.0,6182
0.0,0.0,0.0,0.0,9736
0.0,0.0,0.0,0.0,3920
0.0,0.0,0.0,0.0,12099
0.0,0.0,0.0,0.0,3774
0.0,0.0,0.0,0.0,1466
0.0,0.0,0.0,0.0,11938
0.0,0.0,0.0,0.0,5001
0.0,0.0,0.0,0.0,5772
0.0,0.0,0.0,0.0,17848
0.0,0.0,0.0,0.0,4052
0.0,0.0,0.0,0.0,5770
0.0,0.0,0.0,0.0,10439
0.0,0.0,0.0,0.0,8076
0.0,0.0,0.0,0.0,15818
0.0,0.0,0.0,0.0,9795
0.0,0.0,0.0,0.0,8555
0.0,0.0,0.0,0.0,15831
0.0,0.0,0.0,0.0,19998
0.0,0.0,0.0,0.0,13590
0.0,0.0,0.0,0.0,8485
0.0,0.0,0.0,0.0,6154
0.0,0.0,0.0,0.0,19741
4622.166666666667,1.6666666666666667,0.0,0.0,2950
4622.166666666667,1.6666666666666667,0.0,0.0,17330
4622.166666666667,1.6666666666666667,0.0,0.0,20008
4622.166666666667,1.6666666666666667,0.0,0.0,11644
4622.166666666667,1.6666666666666667,0.0,0.0,4537
0.0,0.0,0.0,0.0,8982
0.0,0.0,0.0,0.0,5277
0.0,0.0,0.0,0.0,14547
0.0,0.0,0.0,0.0,13495
0.0,0.0,0.0,0.0,3986
0.0,0.0,0.0,0.0,14977
0.0,0.0,0.0,0.0,4419
555.7816682228447,3.156862745098039,0.0,0.0,20043
555.7816682228447,3.156862745098039,0.0,0.0,10946
555.7816682228447,3.156862745098039,0.0,0.0,19029
555.7816682228447,3.156862745098039,0.0,0.0,13881
555.7816682228447,3.156862745098039,0.0,0.0,16119
555.7816682228447,3.156862745098039,0.0,0.0,16508
0.0,0.0,0.0,0.0,3690
0.0,0.0,0.0,0.0,16365
0.0,0.0,0.0,0.0,17577
0.0,0.0,0.0,0.0,19297
0.0,0.0,0.0,0.0,516
0.0,0.0,0.0,0.0,13520
0.0,0.0,0.0,0.0,3776
0.0,0.0,0.0,0.0,20017
0.0,0.0,0.0,0.0,13804
0.0,0.0,0.0,0.0,3493
0.0,0.0,0.0,0.0,15424
0.0,0.0,0.0,0.0,16188
0.0,0.0,0.0,0.0,11254
2894.1111111111113,1.6666666666666667,0.0,0.0,17727
2894.1111111111113,1.6666666666666667,0.0,0.0,14698
2894.1111111111113,1.6666666666666667,0.0,0.0,11806
2894.1111111111113,1.6666666666666667,0.0,0.0,2301
2894.1111111111113,1.6666666666666667,0.0,0.0,11152
2894.1111111111113,1.6666666666666667,0.0,0.0,18463
0.0,0.0,0.0,0.0,20024
0.0,0.0,0.0,0.0,10146
0.0,0.0,0.0,0.0,2895
0.0,0.0,0.0,0.0,7032
0.0,0.0,0.0,0.0,9888
0.0,0.0,0.0,0.0,3176
0.0,0.0,0.0,0.0,1042
0.0,0.0,0.0,0.0,10116
0.0,0.0,0.0,0.0,14675
0.0,0.0,0.0,0.0,14346
0.0,0.0,0.0,0.0,4793
0.0,0.0,0.0,0.0,11202
0.0,0.0,0.0,0.0,13155
0.0,0.0,0.0,0.0,4496
0.0,0.0,0.0,0.0,18094
0.0,0.0,0.0,0.0,19061
0.0,0.0,0.0,0.0,20027
0.0,0.0,0.0,0.0,11821
0.0,0.0,0.0,0.0,1621
0.0,0.0,0.0,0.0,14537
0.0,0.0,0.0,0.0,891
0.0,0.0,0.0,0.0,3818
0.0,0.0,0.0,0.0,14294
0.0,0.0,0.0,0.0,8612
0.0,0.0,0.0,0.0,2354
0.0,0.0,0.0,0.0,19099
0.0,0.0,0.0,0.0,11244
0.0,0.0,0.0,0.0,18606
0.0,0.0,0.0,0.0,14853
0.0,0.0,0.0,0.0,5455
0.0,0.0,0.0,0.0,15651
2909.4411764705883,1.7647058823529411,0.0,0.0,9382
2909.4411764705883,1.7647058823529411,0.0,0.0,18526
2909.4411764705883,1.7647058823529411,0.0,0.0,16205
2909.4411764705883,1.7647058823529411,0.0,0.0,10659
2909.4411764705883,1.7647058823529411,0.0,0.0,16190
0.0,0.0,0.0,0.0,15886
0.0,0.0,0.0,0.0,535
0.0,0.0,0.0,0.0,10092
0.0,0.0,0.0,0.0,4856
0.0,0.0,0.0,0.0,7897
0.0,0.0,0.0,0.0,947
0.0,0.0,0.0,0.0,13272
0.0,0.0,0.0,0.0,2981
0.0,0.0,0.0,0.0,6660
0.0,0.0,0.0,0.0,794
0.0,0.0,0.0,0.0,180
0.0,0.0,0.0,0.0,16187
0.0,0.0,0.0,0.0,1100
0.0,0.0,0.0,0.0,1503
0.0,0.0,0.0,0.0,17476
0.0,0.0,0.0,0.0,15732
0.0,0.0,0.0,0.0,12465
0.0,0.0,0.0,0.0,10750
0.0,0.0,0.0,0.0,8930
0.0,0.0,0.0,0.0,9452
0.0,0.0,0.0,0.0,5491
0.0,0.0,0.0,0.0,9608
0.0,0.0,0.0,0.0,3345
0.0,0.0,0.0,0.0,18733
0.0,0.0,0.0,0.0,9772
0.0,0.0,0.0,0.0,11519
0.0,0.0,0.0,0.0,11538
0.0,0.0,0.0,0.0,19615
0.0,0.0,0.0,0.0,7870
0.0,0.0,0.0,0.0,76
0.0,0.0,0.0,0.0,2942
0.0,0.0,0.0,0.0,17983
0.0,0.0,0.0,0.0,18038
0.0,0.0,0.0,0.0,14877
0.0,0.0,0.0,0.0,12851
0.0,0.0,0.0,0.0,14667
0.0,0.0,0.0,0.0,6028
0.0,0.0,0.0,0.0,266
0.0,0.0,0.0,0.0,18422
0.0,0.0,0.0,0.0,13389
0.0,0.0,0.0,0.0,15962
0.0,0.0,0.0,0.0,5126
0.0,0.0,0.0,0.0,8992
0.0,0.0,0.0,0.0,969
0.0,0.0,0.0,0.0,9401
0.0,0.0,0.0,0.0,1347
0.0,0.0,0.0,0.0,8436
0.0,0.0,0.0,0.0,2920
0.0,0.0,0.0,0.0,2227
0.0,0.0,0.0,0.0,13631
0.0,0.0,0.0,0.0,3149
0.0,0.0,0.0,0.0,13697
0.0,0.0,0.0,0.0,9248
0.0,0.0,0.0,0.0,3626
0.0,0.0,0.0,0.0,14319
0.0,0.0,0.0,0.0,446
0.0,0.0,0.0,0.0,3280
0.0,0.0,0.0,0.0,14106
0.0,0.0,0.0,0.0,7536
0.0,0.0,0.0,0.0,19198
0.0,0.0,0.0,0.0,5512
0.0,0.0,0.0,0.0,6768
0.0,0.0,0.0,0.0,7196
0.0,0.0,0.0,0.0,11853
0.0,0.0,0.0,0.0,956
0.0,0.0,0.0,0.0,14412
0.0,0.0,0.0,0.0,2886
0.0,0.0,0.0,0.0,14253
0.0,0.0,0.0,0.0,15973
0.0,0.0,0.0,0.0,16813
0.0,0.0,0.0,0.0,16557
0.0,0.0,0.0,0.0,13592
0.0,0.0,0.0,0.0,3129
0.0,0.0,0.0,0.0,10478
0.0,0.0,0.0,0.0,10018
0.0,0.0,0.0,0.0,1914
0.0,0.0,0.0,0.0,9287
0.0,0.0,0.0,0.0,3726
0.0,0.0,0.0,0.0,5183
0.0,0.0,0.0,0.0,17456
0.0,0.0,0.0,0.0,1307
0.0,0.0,0.0,0.0,10566
0.0,0.0,0.0,0.0,16969
0.0,0.0,0.0,0.0,287
0.0,0.0,0.0,0.0,464
0.0,0.0,0.0,0.0,10941
0.0,0.0,0.0,0.0,16245
0.0,0.0,0.0,0.0,5361
0.0,0.0,0.0,0.0,16028
0.0,0.0,0.0,0.0,18026
0.0,0.0,0.0,0.0,10677
0.0,0.0,0.0,0.0,765
0.0,0.0,0.0,0.0,20205
0.0,0.0,0.0,0.0,9193
0.0,0.0,0.0,0.0,11562
0.0,0.0,0.0,0.0,3158
0.0,0.0,0.0,0.0,10906
0.0,0.0,0.0,0.0,15548
0.0,0.0,0.0,0.0,6944
0.0,0.0,0.0,0.0,19470
0.0,0.0,0.0,0.0,8658
0.0,0.0,0.0,0.0,12946
0.0,0.0,0.0,0.0,7688
0.0,0.0,0.0,0.0,532
0.0,0.0,0.0,0.0,14379
0.0,0.0,0.0,0.0,13625
0.0,0.0,0.0,0.0,5273
0.0,0.0,0.0,0.0,14233
0.0,0.0,0.0,0.0,14743
0.0,0.0,0.0,0.0,15146
0.0,0.0,0.0,0.0,10892
0.0,0.0,0.0,0.0,19890
0.0,0.0,0.0,0.0,9202
0.0,0.0,0.0,0.0,18573
0.0,0.0,0.0,0.0,13816
0.0,0.0,0.0,0.0,16096
0.0,0.0,0.0,0.0,13796
0.0,0.0,0.0,0.0,14609
0.0,0.0,0.0,0.0,16020
0.0,0.0,0.0,0.0,11090
0.0,0.0,0.0,0.0,17431
0.0,0.0,0.0,0.0,16782
0.0,0.0,0.0,0.0,12292
0.0,0.0,0.0,0.0,1070
0.0,0.0,0.0,0.0,15091
0.0,0.0,0.0,0.0,2143
0.0,0.0,0.0,0.0,5182
0.0,0.0,0.0,0.0,14288
0.0,0.0,0.0,0.0,15593
0.0,0.0,0.0,0.0,17189
0.0,0.0,0.0,0.0,9551
0.0,0.0,0.0,0.0,17988
0.0,0.0,0.0,0.0,8907
0.0,0.0,0.0,0.0,8614
0.0,0.0,0.0,0.0,16443
0.0,0.0,0.0,0.0,7214
0.0,0.0,0.0,0.0,8754
0.0,0.0,0.0,0.0,13847
0.0,0.0,0.0,0.0,13755
0.0,0.0,0.0,0.0,19251
0.0,0.0,0.0,0.0,17756
0.0,0.0,0.0,0.0,9884
0.0,0.0,0.0,0.0,3512
0.0,0.0,0.0,0.0,980
0.0,0.0,0.0,0.0,10879
0.0,0.0,0.0,0.0,5794
0.0,0.0,0.0,0.0,1027
0.0,0.0,0.0,0.0,4583
