dns_mean_TTL,dns_len_TTL,non_working_days_dns,non_working_hours_dns,dns_interlog_key
0.0,0.0,0.0,0.0,15095
0.0,0.0,0.0,0.0,12929
1757.5,2.0,0.0,0.0,7107
1757.5,2.0,0.0,0.0,7920
1545.0,2.0,0.0,0.0,15370
1545.0,2.0,0.0,0.0,6964
1332.5,2.0,0.0,0.0,8320
1332.5,2.0,0.0,0.0,4899
1332.5,2.0,0.0,0.0,14827
0.0,0.0,0.0,0.0,13363
0.0,0.0,0.0,0.0,11647
0.0,0.0,0.0,0.0,7133
7328.166666666667,1.6666666666666667,0.0,0.0,11192
6498.785714285715,1.7142857142857142,0.0,0.0,17641
5244.764705882353,1.6470588235294117,0.0,0.0,6350
4855.289473684211,1.6842105263157894,0.0,0.0,3980
4855.289473684211,1.6842105263157894,0.0,0.0,1023
4855.289473684211,1.6842105263157894,0.0,0.0,12539
4583.996124031008,1.5813953488372092,0.0,0.0,1875
4656.888888888889,1.5714285714285714,0.0,0.0,6750
4672.895833333334,1.55,0.0,0.0,6296
4837.535087719299,1.5263157894736843,0.0,0.0,1642
4837.535087719299,1.5263157894736843,0.0,0.0,10978
4837.535087719299,1.5263157894736843,0.0,0.0,2792
4374.5,1.5,0.0,0.0,18548
4374.5,1.5,0.0,0.0,5947
0.0,0.0,0.0,0.0,504
4728.205882352941,1.411764705882353,0.16666666666666666,0.0,13643
0.0,0.0,0.0,0.0,14213
0.0,0.0,0.0,0.0,13357
0.0,0.0,0.0,0.0,11783
0.0,0.0,0.0,0.0,2738
0.0,0.0,0.0,0.0,11620
0.0,0.0,0.0,0.0,3054
0.0,0.0,0.0,0.0,11486
0.0,0.0,0.0,0.0,4926
0.0,0.0,0.0,0.0,12844
0.0,0.0,0.0,0.0,17436
0.0,0.0,0.0,0.0,18112
0.0,0.0,0.0,0.0,13165
0.0,0.0,0.0,0.0,795
3015.6866666666665,1.85,0.0,0.16666666666666666,8377
3015.6866666666665,1.85,0.0,0.16666666666666666,13937
3015.6866666666665,1.85,0.0,0.16666666666666666,9249
3015.6866666666665,1.85,0.0,0.16666666666666666,5517
2756.388148148148,1.8222222222222222,0.0,0.16666666666666666,2193
2756.388148148148,1.8222222222222222,0.0,0.16666666666666666,2131
682.0,1.6,0.0,0.0,4548
682.0,1.6,0.0,0.0,7158
682.0,1.6,0.0,0.0,5033
682.0,1.6,0.0,0.0,10426
614.1666666666666,1.3333333333333333,0.0,0.0,15826
614.1666666666666,1.3333333333333333,0.0,0.0,16154
614.1666666666666,1.3333333333333333,0.0,0.0,4472
614.1666666666666,1.3333333333333333,0.0,0.0,10979
614.1666666666666,1.3333333333333333,0.0,0.0,19910
0.0,0.0,0.0,0.0,15416
1323.125,1.25,0.0,0.0,16061
1323.125,1.25,0.0,0.0,7359
1323.125,1.25,0.0,0.0,2063
1323.125,1.25,0.0,0.0,9130
1323.125,1.25,0.0,0.0,16024
935.4285714285714,1.2857142857142858,0.0,0.0,7254
3192.2,1.1777777777777776,0.0,0.0,19798
3192.2,1.1777777777777776,0.0,0.0,15702
3192.2,1.1777777777777776,0.0,0.0,12992
3192.2,1.1777777777777776,0.0,0.0,3503
3200.822222222222,1.1999999999999997,0.0,0.0,7867
483.1666666666667,1.5,0.0,0.0,14575
483.1666666666667,1.5,0.0,0.0,11024
483.1666666666667,1.5,0.0,0.0,21
0.0,0.0,0.0,0.0,8701
0.0,0.0,0.0,0.0,13232
0.0,0.0,0.0,0.0,19353
0.0,0.0,0.0,0.0,18621
0.0,0.0,0.0,0.0,16746
0.0,0.0,0.0,0.0,6931
0.0,0.0,0.0,0.0,4934
0.0,0.0,0.0,0.0,16923
0.0,0.0,0.0,0.0,12441
0.0,0.0,0.0,0.0,45
0.0,0.0,0.0,0.0,10732
0.0,0.0,0.0,0.0,10463
3448.409090909091,1.3636363636363635,0.0,0.0,1349
3353.342857142857,1.2857142857142856,0.0,0.0,1326
3078.5714285714284,1.2142857142857142,0.0,0.0,12529
1598.0,2.0,0.0,0.0,3826
1598.0,2.0,0.0,0.0,19215
0.0,0.0,0.0,0.0,20097
1789.0,2.0,0.0,0.0,9589
1789.0,2.0,0.0,0.0,7051
1789.0,2.0,0.0,0.0,6527
1789.0,2.0,0.0,0.0,7160
1789.0,2.0,0.0,0.0,4179
1789.0,2.0,0.0,0.0,11323
0.0,0.0,0.0,0.0,14405
0.0,0.0,0.0,0.0,6854
0.0,0.0,0.0,0.0,15685
0.0,0.0,0.0,0.0,666
0.0,0.0,0.0,0.0,14353
2893.4793333333328,2.12,0.0,0.16666666666666666,1936
2893.4793333333328,2.12,0.0,0.16666666666666666,19747
2893.4793333333328,2.12,0.0,0.16666666666666666,17053
2893.4793333333328,2.12,0.0,0.16666666666666666,14055
2893.4793333333328,2.12,0.0,0.16666666666666666,1322
0.0,0.0,0.0,0.0,5662
0.0,0.0,0.0,0.0,4674
0.0,0.0,0.0,0.0,20231
0.0,0.0,0.0,0.0,5736
0.0,0.0,0.0,0.0,3925
0.0,0.0,0.0,0.0,11954
1705.25,2.0,0.0,0.0,19657
1705.25,2.0,0.0,0.0,5057
1705.25,2.0,0.0,0.0,18260
1705.25,2.0,0.0,0.0,16659
1686.8333333333333,2.0,0.0,0.0,14249
1650.0,2.0,0.0,0.0,4897
1650.0,2.0,0.0,0.0,4045
1650.0,2.0,0.0,0.0,19257
1650.0,2.0,0.0,0.0,11139
1650.0,2.0,0.0,0.0,2167
1738.0,2.0,0.0,0.0,5480
1720.6666666666667,2.0,0.0,0.0,2329
1720.6666666666667,2.0,0.0,0.0,8584
1720.6666666666667,2.0,0.0,0.0,9686
1720.6666666666667,2.0,0.0,0.0,19144
1686.0,2.0,0.0,0.0,16992
0.0,0.0,0.0,0.0,17304
0.0,0.0,0.0,0.0,8490
0.0,0.0,0.0,0.0,3559
0.0,0.0,0.0,0.0,12259
0.0,0.0,0.0,0.0,15013
0.0,0.0,0.0,0.0,683
0.0,0.0,0.0,0.0,9611
0.0,0.0,0.0,0.0,16724
0.0,0.0,0.0,0.0,9921
0.0,0.0,0.0,0.0,1456
0.0,0.0,0.0,0.0,14921
0.0,0.0,0.0,0.0,6916
0.0,0.0,0.0,0.0,4148
0.0,0.0,0.0,0.0,11440
0.0,0.0,0.0,0.0,402
0.0,0.0,0.0,0.0,18876
0.0,0.0,0.0,0.0,15810
0.0,0.0,0.0,0.0,14605
0.0,0.0,0.0,0.0,5276
0.0,0.0,0.0,0.0,3514
0.0,0.0,0.0,0.0,16943
0.0,0.0,0.0,0.0,10888
0.0,0.0,0.0,0.0,5087
0.0,0.0,0.0,0.0,19387
0.0,0.0,0.0,0.0,7652
0.0,0.0,0.0,0.0,16641
0.0,0.0,0.0,0.0,19444
0.0,0.0,0.0,0.0,4738
0.0,0.0,0.0,0.0,5024
0.0,0.0,0.0,0.0,14125
0.0,0.0,0.0,0.0,10176
1749.0,2.0,0.0,0.0,18570
1749.0,2.0,0.0,0.0,8381
1749.0,2.0,0.0,0.0,1988
1749.0,2.0,0.0,0.0,4838
1749.0,2.0,0.0,0.0,16127
1729.3,2.0,0.0,0.0,15477
1676.7142857142858,2.0,0.0,0.0,7159
1676.7142857142858,2.0,0.0,0.0,19200
1676.7142857142858,2.0,0.0,0.0,11707
1613.1666666666667,2.0,0.0,0.0,14384
1775.0,2.0,0.0,0.0,17114
1775.0,2.0,0.0,0.0,4356
1775.0,2.0,0.0,0.0,14234
1775.0,2.0,0.0,0.0,5239
1775.0,2.0,0.0,0.0,9652
1775.0,2.0,0.0,0.0,15415
1611.5,2.0,0.0,0.0,18309
1611.5,2.0,0.0,0.0,11487
1611.5,2.0,0.0,0.0,4067
1611.5,2.0,0.0,0.0,8793
3571.39837398374,2.097560975609756,0.0,0.0,933
3573.678861788618,2.097560975609756,0.0,0.0,460
3573.678861788618,2.097560975609756,0.0,0.0,6093
3573.678861788618,2.097560975609756,0.0,0.0,19680
1705.0,2.0,0.0,0.0,19191
0.0,0.0,0.0,0.0,12814
0.0,0.0,0.0,0.0,16120
0.0,0.0,0.0,0.0,18006
0.0,0.0,0.0,0.0,13284
0.0,0.0,0.0,0.0,19064
1529.5,2.0,0.0,0.0,19293
1529.5,2.0,0.0,0.0,11247
1529.5,2.0,0.0,0.0,11542
1529.5,2.0,0.0,0.0,16204
4047.2,1.4,0.0,0.0,11942
4047.2,1.4,0.0,0.0,7292
4047.2,1.4,0.0,0.0,14389
4047.2,1.4,0.0,0.0,4734
4047.2,1.4,0.0,0.0,8068
4047.2,1.4,0.0,0.0,5741
1605.0,2.0,0.0,0.0,16342
1605.0,2.0,0.0,0.0,7874
1605.0,2.0,0.0,0.0,11097
1605.0,2.0,0.0,0.0,8122
0.0,0.0,0.0,0.0,4327
0.0,0.0,0.0,0.0,13526
0.0,0.0,0.0,0.0,13254
0.0,0.0,0.0,0.0,1536
0.0,0.0,0.0,0.0,5999
0.0,0.0,0.0,0.0,3170
1452.753663003663,2.6153846153846154,0.0,0.0,13573
1452.753663003663,2.6153846153846154,0.0,0.0,5544
1452.753663003663,2.6153846153846154,0.0,0.0,6509
0.0,0.0,0.0,0.0,2692
3018.6666666666665,2.2,0.0,0.16666666666666666,11862
3018.6666666666665,2.2,0.0,0.16666666666666666,19542
3018.6666666666665,2.2,0.0,0.16666666666666666,9074
3079.8888888888887,1.7407407407407407,0.0,0.16666666666666666,12548
3079.8888888888887,1.7407407407407407,0.0,0.16666666666666666,7542
3156.4166666666665,1.1666666666666667,0.0,0.0,11449
3156.4166666666665,1.1666666666666667,0.0,0.0,16295
3156.4166666666665,1.1666666666666667,0.0,0.0,14375
0.0,0.0,0.0,0.0,1904
0.0,0.0,0.0,0.0,408
0.0,0.0,0.0,0.0,18982
0.0,0.0,0.0,0.0,4165
0.0,0.0,0.0,0.0,12109
0.0,0.0,0.0,0.0,7283
0.0,0.0,0.0,0.0,2603
0.0,0.0,0.0,0.0,10726
0.0,0.0,0.0,0.0,6618
0.0,0.0,0.0,0.0,18395
0.0,0.0,0.0,0.0,1484
0.0,0.0,0.0,0.0,4315
0.0,0.0,0.0,0.0,10016
0.0,0.0,0.0,0.0,3881
0.0,0.0,0.0,0.0,10702
0.0,0.0,0.0,0.0,3689
0.0,0.0,0.0,0.0,13377
0.0,0.0,0.0,0.0,13325
3188.3888888888887,1.1111111111111112,0.0,0.0,18734
2675.3636363636365,1.1818181818181819,0.0,0.0,11237
3165.0,1.1428571428571428,0.0,0.0,14401
3165.0,1.1428571428571428,0.0,0.0,9072
3165.0,1.1428571428571428,0.0,0.0,4918
3165.0,1.1428571428571428,0.0,0.0,2919
3041.4423076923076,1.2307692307692308,0.0,0.0,17997
3440.5652173913045,1.2173913043478262,0.0,0.0,13011
1651.4,2.0,0.0,0.0,796
1646.9285714285713,2.0,0.0,0.0,12759
1646.9285714285713,2.0,0.0,0.0,13596
1646.9285714285713,2.0,0.0,0.0,6270
1598.0,2.0,0.0,0.0,2281
1616.875,2.0,0.0,0.0,2256
1635.75,2.0,0.0,0.0,4455
0.0,0.0,0.0,0.0,10493
0.0,0.0,0.0,0.0,897
0.0,0.0,0.0,0.0,20182
0.0,0.0,0.0,0.0,8274
1684.0,2.0,0.0,0.0,11740
1642.75,2.0,0.0,0.0,14623
1642.75,2.0,0.0,0.0,391
1642.75,2.0,0.0,0.0,11383
1642.75,2.0,0.0,0.0,14037
1601.5,2.0,0.0,0.0,587
0.0,0.0,0.0,0.0,4147
0.0,0.0,0.0,0.0,19965
0.0,0.0,0.0,0.0,9914
4486.685185185185,2.4444444444444446,0.0,0.0,3028
4486.685185185185,2.4444444444444446,0.0,0.0,8077
4486.685185185185,2.4444444444444446,0.0,0.0,17207
4486.685185185185,2.4444444444444446,0.0,0.0,489
4486.685185185185,2.4444444444444446,0.0,0.0,19182
1662.75,2.0,0.0,0.0,8963
1692.642857142857,2.0,0.0,0.0,8388
1692.642857142857,2.0,0.0,0.0,4953
1692.642857142857,2.0,0.0,0.0,13866
1692.642857142857,2.0,0.0,0.0,13408
1732.5,2.0,0.0,0.0,17085
1584.0,2.0,0.0,0.16666666666666666,7040
1340.3333333333333,2.0,0.0,0.3333333333333333,19027
1340.3333333333333,2.0,0.0,0.3333333333333333,12137
1340.3333333333333,2.0,0.0,0.3333333333333333,7875
1340.3333333333333,2.0,0.0,0.3333333333333333,138
1218.5,2.0,0.0,0.16666666666666666,16486
0.0,0.0,0.0,0.0,4152
0.0,0.0,0.0,0.0,16321
0.0,0.0,0.0,0.0,11929
0.0,0.0,0.0,0.0,7142
0.0,0.0,0.0,0.0,9859
4551.529166666667,2.8333333333333335,0.0,0.0,2881
4551.529166666667,2.8333333333333335,0.0,0.0,15980
4551.529166666667,2.8333333333333335,0.0,0.0,14867
4551.529166666667,2.8333333333333335,0.0,0.0,10488
4551.529166666667,2.8333333333333335,0.0,0.0,6127
4551.529166666667,2.8333333333333335,0.0,0.0,3229
1577.0,2.0,0.0,0.0,6216
1577.0,2.0,0.0,0.0,13883
1577.0,2.0,0.0,0.0,16250
1577.0,2.0,0.0,0.0,8622
1577.0,2.0,0.0,0.0,14064
1577.0,2.0,0.0,0.0,9743
0.0,0.0,0.0,0.0,2266
0.0,0.0,0.0,0.0,10661
2666.3333333333335,1.2666666666666666,0.0,0.0,15323
2600.40625,1.3125,0.0,0.0,6351
2647.8571428571427,1.2857142857142858,0.0,0.0,15530
2647.8571428571427,1.2857142857142858,0.0,0.0,17097
2561.086956521739,1.3478260869565217,0.0,0.0,5161
2561.086956521739,1.3478260869565217,0.0,0.0,17829
2363.75,1.5,0.0,0.0,6354
2471.214285714286,1.4285714285714286,0.0,0.0,4772
1650.0,2.0,0.0,0.0,11170
1650.0,2.0,0.0,0.0,674
0.0,0.0,0.0,0.0,1074
5702.1846153846145,2.6153846153846154,0.16666666666666666,0.0,3725
7323.680701754386,2.1052631578947367,0.3333333333333333,0.0,1647
6737.175342465754,1.917808219178082,0.5,0.0,10723
7309.723404255319,1.5319148936170213,0.3333333333333333,0.0,7702
6473.661936936937,1.7837837837837838,0.5,0.0,4488
4880.418217054264,1.8604651162790697,0.3333333333333333,0.0,17954
5018.295679012346,2.2222222222222223,0.16666666666666666,0.0,15931
3586.1785714285716,2.142857142857143,0.0,0.16666666666666666,9388
3293.0,2.125,0.0,0.3333333333333333,6681
3293.0,2.125,0.0,0.3333333333333333,7825
3293.0,2.125,0.0,0.3333333333333333,1736
1240.75,2.0,0.0,0.16666666666666666,18144
0.0,0.0,0.0,0.0,11211
0.0,0.0,0.0,0.0,3199
0.0,0.0,0.0,0.0,6494
1727.5,2.0,0.0,0.0,15428
1727.5,2.0,0.0,0.0,12234
1727.5,2.0,0.0,0.0,12940
3447.8708333333334,1.95,0.0,0.0,13079
3447.8708333333334,1.95,0.0,0.0,9805
3447.8708333333334,1.95,0.0,0.0,9656
0.0,0.0,0.0,0.0,19518
0.0,0.0,0.0,0.0,7459
0.0,0.0,0.0,0.0,13846
0.0,0.0,0.0,0.0,12427
0.0,0.0,0.0,0.0,18975
0.0,0.0,0.0,0.0,13536
0.0,0.0,0.0,0.0,10390
0.0,0.0,0.0,0.0,7009
0.0,0.0,0.0,0.0,4591
0.0,0.0,0.0,0.0,6971
0.0,0.0,0.0,0.0,14120
0.0,0.0,0.0,0.0,10658
0.0,0.0,0.0,0.0,5749
0.0,0.0,0.0,0.0,15597
0.0,0.0,0.0,0.0,3966
0.0,0.0,0.0,0.0,11767
0.0,0.0,0.0,0.0,18211
0.0,0.0,0.0,0.0,19234
0.0,0.0,0.0,0.0,11021
0.0,0.0,0.0,0.0,12730
0.0,0.0,0.0,0.0,8905
0.0,0.0,0.0,0.0,9593
0.0,0.0,0.0,0.0,14974
0.0,0.0,0.0,0.0,2849
0.0,0.0,0.0,0.0,7642
0.0,0.0,0.0,0.0,17195
0.0,0.0,0.0,0.0,13708
0.0,0.0,0.0,0.0,10269
0.0,0.0,0.0,0.0,9982
0.0,0.0,0.0,0.0,2685
0.0,0.0,0.0,0.0,2444
0.0,0.0,0.0,0.0,9262
0.0,0.0,0.0,0.0,13659
0.0,0.0,0.0,0.0,5636
0.0,0.0,0.0,0.0,10868
1765.5,2.0,0.0,0.0,4889
1765.5,2.0,0.0,0.0,6645
1765.5,2.0,0.0,0.0,8031
0.0,0.0,0.0,0.0,44
1766.5,2.0,0.0,0.0,2672
1766.5,2.0,0.0,0.0,8787
1766.5,2.0,0.0,0.0,8351
1550.75,2.0,0.0,0.0,13735
1881.65,1.6,0.0,0.0,18993
1881.65,1.6,0.0,0.0,17937
1881.65,1.6,0.0,0.0,8975
1881.65,1.6,0.0,0.0,2635
3288.592105263158,1.263157894736842,0.0,0.0,8512
3286.7236842105262,1.263157894736842,0.0,0.0,8491
3639.35,1.2,0.0,0.0,2180
3639.35,1.2,0.0,0.0,10718
3639.35,1.2,0.0,0.0,19572
3639.35,1.2,0.0,0.0,8809
1515.25,2.0,0.0,0.0,11008
0.0,0.0,0.0,0.0,5580
1623.8333333333333,2.0,0.0,0.0,3169
1618.375,2.0,0.0,0.0,15787
1618.375,2.0,0.0,0.0,19169
1618.375,2.0,0.0,0.0,9442
1618.375,2.0,0.0,0.0,6189
1618.375,2.0,0.0,0.0,11602
1602.0,2.0,0.0,0.0,19774
0.0,0.0,0.0,0.0,6268
0.0,0.0,0.0,0.0,13220
4092.3,1.5333333333333334,0.0,0.16666666666666666,6251
4092.3,1.5333333333333334,0.0,0.16666666666666666,14490
4092.3,1.5333333333333334,0.0,0.16666666666666666,19138
4092.3,1.5333333333333334,0.0,0.16666666666666666,4513
4092.3,1.5333333333333334,0.0,0.16666666666666666,7591
0.0,0.0,0.0,0.0,6164
0.0,0.0,0.0,0.0,2415
0.0,0.0,0.0,0.0,9975
0.0,0.0,0.0,0.0,14918
0.0,0.0,0.0,0.0,6965
0.0,0.0,0.0,0.0,5533
0.0,0.0,0.0,0.0,4422
6542.62,2.6,0.0,0.0,3529
6542.62,2.6,0.0,0.0,11735
2688.0,1.0,0.0,0.0,3309
2688.0,1.0,0.0,0.0,8398
2688.0,1.0,0.0,0.0,17902
0.0,0.0,0.0,0.0,13230
0.0,0.0,0.0,0.0,15700
0.0,0.0,0.0,0.0,14720
0.0,0.0,0.0,0.0,3248
0.0,0.0,0.0,0.0,8913
0.0,0.0,0.0,0.0,15903
0.0,0.0,0.0,0.0,11753
0.0,0.0,0.0,0.0,4493
0.0,0.0,0.0,0.0,10246
0.0,0.0,0.0,0.0,4535
0.0,0.0,0.0,0.0,8404
0.0,0.0,0.0,0.0,16249
0.0,0.0,0.0,0.0,3128
0.0,0.0,0.0,0.0,19469
0.0,0.0,0.0,0.0,6469
0.0,0.0,0.0,0.0,10230
0.0,0.0,0.0,0.0,14398
0.0,0.0,0.0,0.0,17814
0.0,0.0,0.0,0.0,14072
0.0,0.0,0.0,0.0,8673
1562.5,2.0,0.16666666666666666,0.0,11039
1636.25,2.0,0.3333333333333333,0.0,2175
5859.5,1.5714285714285714,0.5,0.0,1441
5859.5,1.5714285714285714,0.5,0.0,11041
6266.423076923077,1.6153846153846154,0.6666666666666666,0.0,15893
6658.416666666667,1.5833333333333333,0.5,0.0,9346
6172.538461538462,1.4615384615384615,0.5,0.0,8856
4919.166666666667,1.3333333333333333,0.5,0.0,5911
4383.777777777777,1.4074074074074074,0.6666666666666666,0.0,9244
4089.1041666666665,1.375,0.5,0.0,657
4089.1041666666665,1.375,0.5,0.0,9183
4222.282608695652,1.391304347826087,0.3333333333333333,0.0,19483
4114.822916666667,1.4166666666666667,0.5,0.0,19583
3678.205882352941,1.5294117647058822,0.5,0.0,13122
1598.75,2.0,0.3333333333333333,0.0,16937
1598.75,2.0,0.3333333333333333,0.0,5387
1598.75,2.0,0.3333333333333333,0.0,11849
1598.75,2.0,0.3333333333333333,0.0,16407
1554.25,2.0,0.16666666666666666,0.0,10046
0.0,0.0,0.0,0.0,3193
0.0,0.0,0.0,0.0,9163
0.0,0.0,0.0,0.0,18256
0.0,0.0,0.0,0.0,4214
0.0,0.0,0.0,0.0,17860
0.0,0.0,0.0,0.0,17696
0.0,0.0,0.0,0.0,14186
0.0,0.0,0.0,0.0,6041
0.0,0.0,0.0,0.0,19763
0.0,0.0,0.0,0.0,13301
0.0,0.0,0.0,0.0,3651
0.0,0.0,0.0,0.0,10833
0.0,0.0,0.0,0.0,5202
0.0,0.0,0.0,0.0,18285
0.0,0.0,0.0,0.0,1820
0.0,0.0,0.0,0.0,13559
0.0,0.0,0.0,0.0,13457
1595.0,2.0,0.0,0.0,12335
1595.0,2.0,0.0,0.0,14438
1595.0,2.0,0.0,0.0,17722
1595.0,2.0,0.0,0.0,7857
6633.714285714285,1.4285714285714286,0.0,0.0,11444
6633.714285714285,1.4285714285714286,0.0,0.0,8429
6633.714285714285,1.4285714285714286,0.0,0.0,17116
6633.714285714285,1.4285714285714286,0.0,0.0,2314
2901.25,1.75,0.0,0.0,6295
3221.0,1.6,0.0,0.0,9775
3221.0,1.6,0.0,0.0,13378
3221.0,1.6,0.0,0.0,19789
4500.0,1.0,0.0,0.0,13864
